%Standard GP regression with Matern52 kernel and scaled data and labels
%Pearson_correlation_coefficient:0.6835,P-value:0.0000
%Spearman_correlation_coefficient:0.6798,P-value:0.0000
%RMSE:1.661691903394221
%signal_variance:2.0720,noise_variance:1.2425,ARD_lengthscales:[0.5635391671597015, 0.1761136188831155, 0.00975611882440974, 0.3059186296641128, 0.011816965474375869, 0.01071732985842849, 0.17237366253715375, 0.03753147174619869, 0.0009843501010722369, 0.33647156569021786, 0.06652547124420316, 0.6489608522298973]
name,f_pred_mean,f_pred_var,y_true,BertzCT,Chi1v,EState_VSA1,MolLogP,MolMR,TPSA,num_rotors,vina_gauss1,vina_gauss2,vina_hydrogen,vina_hydrophobic,vina_repulsion
1b9j,0.48,0.37,-0.49352368421052617,0.00013053283295515777, -0.09845658988178478, 0.005183168768023525, -0.40397418396192875, 0.0013085836637085977, 0.011346542649038966, 0.2682602568427087, 0.028464797811011664, 0.0013832102851413567, 0.600801678553571, -0.0036959203647946815, 0.1776630463859507
1bcu,-1.99,0.45,-3.1735236842105263,-0.000713377576658004, -0.25005088730671926, -0.015127905530967682, 0.20010707265611039, -0.013024890271997531, -0.011011905449459274, -0.16762442502828317, -0.021686373203318864, -0.0015482260287432818, -0.3092423557641403, -0.03031460435171636, -0.2648099544215579
1bma,0.48,1.04,-1.8635236842105263,0.0007699211987892506, 0.1446808500556641, 0.016019517353814627, 0.3868023921352825, 0.019252737201261094, -0.006712056034368089, 0.17139699420471052, 0.011915186725952962, 0.0006141791771140065, -0.13573404571003725, 0.02003825446079325, -0.030255264498666633
1bra,-2.26,0.10,-4.633523684210526,-0.0012687877293051956, -0.4417747098751321, -0.017939512982987092, -0.12268327943887015, -0.02796337026962609, -0.013572209169129119, -0.19184024068778271, -0.02554617031691351, -0.0023622543603030463, -0.3732158880427285, -0.03642632093036399, -0.1565002561425394
1bxo,2.22,1.09,3.546476315789474,0.001449109090607312, 0.4123580126185667, 0.022499539788277016, 0.2037606942694631, 0.03132827011064615, 0.012273018919970546, 0.17139699420471052, 0.05086694435925972, 0.002978909999912773, 0.22547056678048827, 0.04273579225143509, 0.05153338519307747
1c84,-0.72,0.66,-1.4535236842105261,-0.000736102138328779, -0.2218311222993709, -0.008655972503786169, -0.14729065825295512, -0.015953897687260035, -0.002471793267407375, -0.14340860936878363, -0.00514261301217161, -0.0011025319021915382, 0.0708546752654159, 0.03321696563668684, 0.03837228948835837
1d7j,-2.69,0.68,-3.1535236842105263,-0.0015384426566627278, -0.5324324411969484, -0.021679790411480028, -0.046118554305034, -0.03475488553120315, -0.01632280573282848, -0.11919279370928407, -0.04566432573955517, -0.0033049485650431935, -0.30538647419681064, -0.017957756876680823, -0.2835872995860444
1det,-2.27,0.82,-2.1535236842105263,-0.0002771933836274646, -0.009457312704364106, -0.010662751041455993, -0.2028067269233741, -0.01048406456237225, 0.014896753587650238, -0.04654534673078543, -0.015113916424638062, -0.001598788027865362, 0.19948595767051325, -0.04531516898233418, -0.04991382222473308
1df8,0.30,0.23,3.246476315789473,-0.0009087006158198641, -0.2206348037265264, -0.008327975504953561, -0.0931601188177293, -0.017357287269463225, -0.007873034597942115, -0.09497697804978453, -0.009234776818443835, -0.0006785467071013096, 0.025708783625478092, -0.00019412322084961029, -0.08617475311125962
1dhi,-0.52,0.67,0.8064763157894737,0.0002757631244005423, 0.07544614871413921, 0.002784836818945429, -0.2699669351251784, 0.008343746913276273, 0.018064456688262773, 0.07453373156671232, -0.00390349364213986, 0.0004894506553231219, 0.013391883043462163, -0.0027905619204975957, -0.10250227049873378
1e1v,-0.94,0.37,-1.5335236842105262,-0.0005926945395668569, -0.22594312883150264, -0.010479066358800759, 0.1376443779571875, -0.012980992732876836, -0.006248817898902302, -0.11919279370928407, -0.018525904643024203, -0.0006899446956811439, -0.2020674113963643, -0.028903403114684884, -0.08142921367970507
1e5a,-1.21,1.23,1.1864763157894735,-0.0014388223614458513, -0.2277444600991451, -0.02764009635800779, 0.3070870114803214, -0.021046773179351906, -0.019603915679882854, -0.19184024068778271, -0.045475804068493005, -0.00260085226655271, -0.3732158880427285, -0.013525388164290733, -0.2712663078426888
1e66,0.24,0.90,3.4364763157894744,-0.0002152150201887444, -0.08920527134107067, -0.0027530585088966536, 0.4187644638074144, -0.0032111507190186635, -0.016013339592538058, -0.14340860936878363, 0.017408167333991528, 6.032957358231723e-05, -0.3732158880427285, 0.07470232917862271, -0.1699839296578256
1ela,-0.14,0.50,-0.09352368421052581,0.0003303524130597517, 0.03997160032532787, 0.00897036296524995, 0.16655069337087927, 0.008573697727630093, -0.0030888033980485305, 0.07453373156671232, 0.0033683237872213253, 0.00019931007302236722, -0.057461776342589775, 0.013859771718202688, -0.05662162445695288
1elb,0.04,1.16,0.6964763157894742,0.00041524310315524713, 0.042274610663311646, 0.010634373469084408, 0.2177868052942285, 0.011736746085485176, -0.0013992336010591963, 0.19561280986421006, 0.009474965040293723, 0.00011550837257448448, -0.21116419744986048, 0.008277199163807014, 0.11820623083326293
1f4e,-0.71,0.58,-3.493523684210526,-0.0006558944655239678, -0.13040925319777488, -0.007349189621600093, -0.05179163222831202, -0.015390506302185504, -0.008593840825326644, -0.11919279370928407, -0.03483899242464456, -0.0015058317855462615, -0.25468630605152864, 0.01895234049375178, -0.22358893893093676
1f4f,0.22,1.52,-1.833523684210526,-8.210222640391625e-05, 0.08492831370201825, 0.0008258941801048017, -0.4247476325635605, -0.0031366723373685967, 0.012426790915145914, 0.00188628458821367, -0.00556986582790908, 0.00044733652852997277, -0.28205475473601865, 0.020410006942888203, 0.06979205261319643
1f4g,0.06,1.62,0.026476315789474292,0.0002918554215462631, 0.1853914062172322, 0.006441112981147141, -0.47159939855088673, 0.0052465210842869165, 0.01802024723964986, 0.07453373156671232, 0.018969613183259418, 0.0016514227300712156, -0.061560677048786545, 0.03024852304202505, 0.061348805450050864
1f5k,-2.21,0.11,-2.713523684210526,-0.0012687877293051956, -0.4417747098751321, -0.017939512982987092, -0.12268327943887015, -0.02796337026962609, -0.013572209169129119, -0.19184024068778271, -0.026748015457630062, -0.002340019154982044, -0.3732158880427285, -0.04204481795369786, -0.17752735450728419
1fcx,2.40,0.63,0.7364763157894743,0.00045892603167465125, 0.05255406659160844, 0.008728309199401768, 0.39764937786011834, 0.008849924062638764, -0.011890327971898552, -0.02232953107128588, 0.008204683699241442, 0.0015123973113874403, -0.2104437651851915, 0.13823947386368582, -0.17452885490878148
1fcz,2.10,0.76,2.7664763157894745,0.00015135871782653902, -0.012889214489851801, 0.00615230282185647, 0.3654975076626174, 0.004948464878794596, -0.012497727352841248, -0.02232953107128588, 0.007991204022254486, 0.001142459309701451, -0.2021367594541256, 0.13833940280261642, -0.16949997081448936
1fd0,2.24,0.81,1.9464763157894742,0.000495127983217008, 0.07018508321397285, 0.008642441735065122, 0.41140028102309895, 0.010449687359933367, -0.009514550646439145, -0.02232953107128588, 0.012839637134642055, 0.001654727348993599, -0.18649068284233566, 0.1388952818970787, -0.14900790940335468
1fh7,-0.68,0.65,-1.213523684210526,-0.0007972152508303269, -0.25965763710486545, -0.0118804747820719, -0.5062281395044524, -0.01862142225302567, 0.002691101470605549, -0.04654534673078543, -0.0020584490957487487, -0.0010305913975647838, 0.09121705228211253, -0.04531516898233418, 0.12811488410574243
1fh8,-0.71,0.33,0.43647631578947355,-0.0008196996215313368, -0.2774690421874335, -0.011812191003701029, -0.40855781834958843, -0.01928240600026235, -0.0011974078573915288, -0.07076116239028497, -0.011548791604401865, -0.001384723575122662, 0.19222259022265892, -0.03673685308399901, -0.032010977476441625
1fh9,-1.13,0.56,-0.02352368421052642,-0.0007899547729005687, -0.22421521539993283, -0.012032999922711615, -0.42898962960555653, -0.01597482392476068, 0.008075043451683049, -0.02232953107128588, 0.005020110006272417, -0.0006241178798023801, 0.29400346352391266, -0.04531516898233418, 0.2865790553898206
1fkb,0.62,2.01,3.246476315789473,0.0035806122175089596, 0.7709190793864005, 0.047743683483854576, 0.5444205775279308, 0.07118590396258016, 0.014072151263522322, 0.24404444118320917, 0.013586258885279567, 0.0016125208682353507, -0.006286724980056306, 0.040154181783123626, -0.08301214813862555
1fki,-0.14,1.02,0.5464763157894739,0.0004272557036510577, 0.025629925854730177, 0.00875727941270875, 0.33404789200898155, 0.009877069406506298, -0.006196919850530625, -0.16762442502828317, -0.011775632962311981, -0.0005995373509279924, -0.21947465120145052, 0.03427397737981188, -0.24461428029291893
1fkn,0.98,1.68,2.3464763157894746,0.002741054856732971, 0.6525259183111509, 0.04143632261094132, -0.6548783445734204, 0.057072155520631246, 0.05069295191453577, 0.679929123054201, 0.048642201558851836, 0.0040564026326636565, 0.6659289511435286, 0.018954798183305484, 0.38219427709854475
1flr,1.52,0.51,3.546476315789474,-4.22856297463646e-05, -0.04671270735076109, -0.00046824486211294514, 0.20784136256489533, -0.0023413326334515675, -0.006083513004088789, -0.14340860936878363, 0.015798071026729532, 7.82426492720701e-05, -0.14287010163084543, 0.058810754598148114, -0.1311196207978003
1fo0,-0.00,2.07,-0.8635236842105263,0.003417226893451221, 0.8201323035144261, 0.050656222426164015, -0.6504560389323235, 0.07032516976647382, 0.056855364621188544, 0.679929123054201, 0.12436632303821131, 0.007686508551204324, 1.0993152617890969, 0.09811126291210369, 0.7935287602533863
1ftm,-0.46,0.23,1.1564763157894742,-0.0010687568919865405, -0.3764125115562499, -0.015294424797722488, -0.30980374761486834, -0.02663693216986849, -0.0016241251440031695, -0.09497697804978453, -0.005488865795819932, -0.0013256127252117562, 0.2696582759594958, -0.02306131085752107, 0.02736347610405007
1fzk,0.89,0.82,1.9464763157894742,0.0033921734299115006, 0.821229316389645, 0.050550317003486826, -0.4196895018624792, 0.06892686906475372, 0.04307354955359638, 0.4862025977782046, 0.060724884409521826, 0.004732716828102474, 0.2405016511871888, 0.07282878984557038, 0.24780285988931167
1g7q,0.36,1.73,-0.3935236842105265,0.0021661776643368976, 0.5313357327540811, 0.033712169981582586, -1.1097969401039953, 0.04444041273040479, 0.053032208391141006, 0.4377709664592055, 0.05946755665412775, 0.0033570732541557896, 0.6211746240592115, -0.01041177513249429, 0.5590907366300368
1gni,-0.18,1.13,1.6164763157894741,-0.000304267857910466, -0.22703046281680067, -0.001029795894155692, 0.41091629478340824, -0.005232149665275347, -0.015778837299895623, 0.17139699420471052, -0.023327264654396922, -0.0007577659259813115, -0.3404790397226308, 0.09587466280072252, -0.24232683378994893
1gpk,-0.01,0.37,-1.083523684210526,-0.0004076188665047318, -0.20812204485901384, -0.00531909951611737, 0.07942368030026078, -0.011655172908318126, -0.011863417872742863, -0.14340860936878363, -0.013737365242448047, -0.00041054951518738235, -0.2170952518074237, 0.017918279158505, -0.19737812965168325
1gz9,-0.96,0.79,-2.9435236842105263,6.428094741706231e-05, 0.04994597461511913, -0.001593485300186996, -0.6632674393947244, 0.0020834727264317995, 0.024263390243769722, 0.19561280986421006, -0.001601075181183432, 2.6902780958525503e-06, 0.1718516849658491, -0.04074540567522829, 0.012233694996807008
1h23,1.39,1.37,1.8964763157894735,0.0012770271961592538, 0.19083399502239606, 0.020234113721041908, 0.29439898005940696, 0.023674213386996587, -0.0044746735045665224, 0.14718117854521096, 0.04126330726850309, 0.002425377705918759, -0.12361349867550436, 0.10603612649044125, 0.16700047441495938
1ha2,-0.27,0.45,-0.9135236842105261,-0.0001447680623695522, -0.10815296648763607, -0.0013541318008714236, 0.30043457316613986, -0.0036756180722718984, -0.010515990765018718, -0.07076116239028497, -0.02463304111282266, -0.0007107336810311659, -0.29848185390213233, 0.04823776387639652, -0.24528583701923448
1hfs,1.18,1.97,2.246476315789473,0.0023668015886939625, 0.5466489287917112, 0.03676314525169964, 0.6025938255535156, 0.048887333318555784, -0.0006880381233731272, 0.2682602568427087, 0.07721918712282513, 0.005121540676620332, 0.07279939964602568, 0.14314732084526383, 0.1043296993969066
1hi4,-1.64,0.64,-1.963523684210526,-8.511538785269281e-05, 0.1639033424022239, -0.010191474421184695, -0.04146849043349468, -0.008096571102069931, 0.018787185065587, -0.02232953107128588, 0.0035730179526609783, -0.0006635806931538867, -0.046141782144314074, -0.04531516898233418, 0.24851645307123518
1hk4,-0.01,1.59,-1.1435236842105265,-0.0005689923659525943, 0.2447636546608893, -0.017913871971349832, 0.1956847670150137, 0.01208854467364962, -0.0048033611442538605, -0.04654534673078543, -0.015340844904009242, -0.0009277464532550202, -0.30573895268545404, 0.01177055601690484, -0.017349835727773485
1if7,0.27,0.27,4.066476315789473,0.00019661016895035176, 0.06301458097723926, 0.003603579989006219, 0.18135497834965766, 0.002753778161282426, -0.0053876947259202555, -0.02232953107128588, -0.026643611849895124, -0.0009492631303533921, -0.24367013550790217, -0.002312197533618778, -0.09520777411557742
1j16,-2.20,0.14,-2.6135236842105263,-0.0012687877293051956, -0.4417747098751321, -0.017939512982987092, -0.12268327943887015, -0.02796337026962609, -0.013572209169129119, -0.19184024068778271, -0.01914938250111792, -0.0023821039944282845, -0.3732158880427285, -0.03613703958196701, -0.19075542689409125
1j17,0.20,0.34,-1.2335236842105264,0.0007938207498242992, 0.2972998430235979, 0.013091320331144529, 0.3031012424475735, 0.018077681405968486, -0.009303114153073012, -0.11919279370928407, 0.024874559083288787, 0.0006109953011187567, -0.3732158880427285, 0.01067311297172735, -0.09234521520272741
1jaq,-0.39,0.77,-1.9735236842105257,-0.000648695652144923, -0.23292356371811151, -0.005103375940155492, -0.2072100527119336, -0.010832771774542279, 0.005458997383762135, 0.07453373156671232, -0.015629216940130752, -0.0007838431640566264, 0.07467030782393459, -0.028269947742128473, -0.00025373821049538657
1jq9,0.50,1.78,1.9964763157894732,0.001688196454819595, 0.35853968592329716, 0.027027966361923603, -0.3336823000915358, 0.03521760158866611, 0.0249976515207321, 0.41355515079970595, 0.02661376022516737, 0.0022242947349356977, 0.22878752171976544, 0.011039467772380785, 0.8846630589915621
1jqd,-2.19,0.33,-1.293523684210526,-0.00017684040712643363, -0.008806244627482206, -0.004029907072437809, -0.37317937322081574, -0.0029373499251748396, 0.012467156063879456, 0.05031791590721277, -0.002294034697145647, 0.0004619403136959948, 0.048282219105166405, -0.04248275777279884, 0.07151033550964736
1jqe,-0.12,1.10,-0.013523684210525744,0.0004394865391608559, 0.024463205580743577, 0.007461602504272762, 0.39018080588685, 0.011690708362983748, -0.0160748483906082, 0.09874954722621186, 0.02047340296666325, 0.00023402330521933476, -0.3732158880427285, 0.06568944284325084, -0.09269761599651534
1jys,-2.27,0.45,-2.933523684210526,-0.0012369176112892555, -0.41426692818671285, -0.02617062576938582, -0.04827276756797161, -0.02823336629301525, -0.008022962293238092, -0.19184024068778271, -0.03155830083342178, -0.002543838785969826, -0.3140645654858575, -0.04531516898233418, -0.1845998631331646
1k4g,-1.56,0.54,-0.6035236842105265,-0.00044343316826139616, -0.11737468672949235, -0.01156536948103758, 0.06255059139496073, -0.007668058829613291, 0.0008170052794057686, -0.09497697804978453, -0.021243883302575314, -0.0008609536939591873, -0.032639986651281414, -0.021103304480047623, -0.1348657744257886
1k9s,0.64,0.21,0.06647631578947344,-0.0005433574603548919, -0.19638321567839837, -0.012089886137572836, -0.2775968358450106, -0.013920580796656364, 0.003684852989426345, -0.04654534673078543, 0.005930703517312302, -0.00028634457210135995, 0.10624177111246066, -0.04531516898233418, -0.02300335733603215
1kv1,0.08,0.36,-0.5135236842105257,-0.0004764186553516049, -0.15041207409732907, -0.005091982500117279, 0.3389067342584267, -0.004498589921615944, -0.012161351113395134, -0.14340860936878363, -0.02097548500773772, -0.000658719352920959, -0.15791306028574156, 0.014861226337136883, -0.24443987638199569
1l2s,-0.36,0.75,-1.8635236842105263,-0.0007320958202950653, -0.015396195926791334, -0.009745789561730814, 0.10647946009160522, -0.011676004026557411, -0.006904271028337297, -0.11919279370928407, -0.02042969656621272, -0.0011379494681301179, 0.11505487076726832, -0.0273059510826656, -0.08089879626144832
1l83,-2.59,0.35,-3.0535236842105262,-0.0015422455584488592, -0.5026119702806245, -0.019188280113019034, 0.11794329102389006, -0.03282482059881295, -0.023492425007879927, -0.21605605634728228, -0.04523459340118242, -0.0029281115963904094, -0.3732158880427285, 0.021880859743074726, -0.30659523102035313
1li3,-2.21,0.23,-2.203523684210526,-0.0014409906401481071, -0.43533009470615863, -0.020665199932221365, 0.1520121263276174, -0.029650310369963188, -0.019603915679882854, -0.19184024068778271, -0.042630814928395884, -0.0025079324986595143, -0.2887669540628355, 0.0026576894338433705, -0.28052277419271665
1li6,-2.96,0.50,-2.6535236842105263,-0.001455684906057904, -0.5072179909565924, -0.020459032503930462, 0.08344930702333632, -0.033258707109536816, -0.02045735025310614, -0.19184024068778271, -0.046602811874155665, -0.0029114428735903353, -0.32669718437320655, -0.0147768139259525, -0.259967391586515
1lol,-1.09,0.56,-0.06352368421052645,-0.00021942701255638178, -0.011157324310965604, -0.012056442436125825, -0.23022312391291958, -0.01123869322242435, 0.013733852874136523, -0.07076116239028497, -0.009039684355081427, -0.0005779800668332929, 0.2218935209202518, -0.04531516898233418, 0.058211627663463945
1loq,-1.52,0.37,-2.753523684210526,-0.0005024234705226457, -0.08920299106764341, -0.011055832964756752, -0.21848408511884979, -0.015829006097085655, 0.00822112684709964, -0.07076116239028497, -0.008475499529251768, -0.0006102547231269009, 0.34651820347626106, -0.03808510103923701, 0.152098037620231
1m0n,-1.39,1.19,-4.233523684210526,-0.00011828640638584003, 0.13502842420264244, -0.005925745442453702, 0.2733901812863174, -0.006316128767809427, 0.0067103169945016755, -0.02232953107128588, 0.019241606384700932, 0.0010207360649927644, 0.4117451218191184, -0.010333367652505136, 0.5845902559145089
1m0q,-2.06,1.26,-2.563523684210526,-0.00040223412702807335, 0.04777071609402879, -0.010159482854023093, 0.18567479278705507, -0.011898202621109839, 0.00671031699450167, 0.00188628458821367, 0.013468048818636006, 0.0004677913147066784, 0.5115102700804481, -0.030068356942169562, 0.49002307648285837
1m2q,-0.13,0.39,-0.3535236842105265,-0.0005281429551327379, -0.18766610192986086, -0.009062613601050266, 0.1728899641182024, -0.012121162169753237, -0.0016164365442444002, -0.14340860936878363, -0.006599123354258053, -0.0004441095805594338, -0.24767641911842156, 0.014754827363702651, -0.09389045635893609
1mq6,1.50,1.13,4.696476315789474,0.00047797712228254323, 0.31412058306543783, 0.0051693218081371355, 0.47361623763904215, 0.02223277610024677, -0.0032810183920177383, 0.00188628458821367, 0.03596133358583703, 0.0011082926548621336, -0.2565433405373876, -0.01200721329572479, -0.1125098160465541
1n2v,-1.46,0.34,-2.373523684210526,-0.0007137822454482183, -0.3106546913315951, -0.015063725637894283, -0.015342723416458075, -0.01879230400607083, -0.005347329577186721, -0.11919279370928407, -0.01647650983169763, -0.0013962847103957065, -0.010542806456183388, -0.02512543657569246, -0.07638028527674329
1nc1,1.97,0.42,-0.33352368421052603,-0.0005393418082830007, -0.12477773188728046, -0.008182421843560444, -0.04252187224929237, -0.009138222133295843, -0.003036905349676845, -0.04654534673078543, 0.014004148436622706, -3.888266164889408e-05, 0.02789233953422964, -0.033990127822589596, 0.06036862164671381
1ndw,0.14,0.43,-1.2235236842105257,-0.0005544380784846303, -0.21903409781755095, -0.006450157013011787, 0.06684952799456759, -0.011333241768222773, -0.007896100397218416, -0.04654534673078543, -0.0039986898870423586, -0.0006711465312130276, -0.06755256142524219, 0.02563432121879272, 0.042005771201362396
1ndy,0.31,0.31,-0.2835236842105262,-0.00011148645148992654, -0.10996196268178396, -0.0011215629195618535, 0.1762873577223066, -0.0030074528208020447, -0.007896100397218416, -0.04654534673078543, -0.000552802249622257, -5.932055818995901e-05, -0.06545402268527305, 0.01678324731652086, -0.022488469979646937
1ndz,2.13,1.06,1.6564763157894733,0.001181814557305823, 0.21203574442824608, 0.014021562252591751, 0.2443301290670768, 0.021700108236593678, 0.0020702470400850046, 0.07453373156671232, 0.045681053145451234, 0.002685267513371193, -0.07634230023093637, 0.017428737158488954, 0.3754498607713026
1nfy,1.55,0.51,2.4364763157894744,0.0003997638983533408, 0.25837631534288474, 0.006596086405747935, 0.05773919877685781, 0.010565067023971062, -0.0024833261670455307, -0.09497697804978453, 0.02002617640964186, 0.000524131905018557, -0.29423788640343856, 0.019695830065314005, -0.14216745675282788
1nhu,-1.12,0.66,-0.793523684210526,0.00022543985303684488, 0.15042759299904326, 0.006547259155530417, 0.43388191635305146, 0.010111300587621597, -0.011874950772381015, -0.04654534673078543, -0.02618998186548553, -0.0009176223744272355, -0.21645160430750449, 0.01742477612229804, -0.21411267943195247
1nja,-1.13,0.42,-0.14352368421052653,-0.0005802206562125991, -0.10531438454361045, -0.01208752570619453, -0.09339736697444057, -0.01573536118427021, 0.005495518232616284, -0.07076116239028497, -0.0161139286521099, -0.0007653953696895674, 0.3065607870281584, -0.04345129044723262, -0.010579728993096652
1nje,-1.12,0.29,-2.6535236842105263,-0.0005802206562125991, -0.10531438454361045, -0.01208752570619453, -0.09339736697444057, -0.01573536118427021, 0.005495518232616284, -0.07076116239028497, -0.010077956659980486, -0.0007885776523452737, 0.4588192118241359, -0.04397014065172028, 0.0859588733435093
1nny,0.65,1.54,1.206476315789474,0.002243339407582507, 0.5497694943478741, 0.031714471836285944, 0.10472382373194256, 0.04439984436543188, 0.016513281686931267, 0.19561280986421006, 0.041412037358559334, 0.0028698015162579517, 0.6543035316952716, 0.03624077038225548, 0.2536774874631978
1nvq,1.51,0.49,1.7964763157894739,0.001296198956943777, 0.2574735946767006, 0.012400759954623938, 0.22537874630898666, 0.019134741757535757, -0.00537423967634241, -0.07076116239028497, 0.010366080026775743, 0.0016456055083318133, 0.004906406545915792, 0.040567253208800856, -0.09649440025841843
1nwl,-0.45,1.03,-4.0635236842105265,8.258197312923468e-05, 0.19382963089946764, 0.008168018892926086, -0.06466187023358072, 0.009856190728636307, 0.005956834218142373, 0.07453373156671232, -0.007323776740687295, -0.0006285429643402476, -0.19225824185983703, -0.022169985358796752, 0.23263404305027988
1o0h,-1.12,0.54,-0.5335236842105262,-0.00013121615903274918, 0.1639033424022239, -0.01011045869134179, -0.08305334734183259, -0.007367814881109533, 0.019394584446529695, 0.00188628458821367, 0.01767590533986108, -5.3479259735920076e-05, 0.15817079643044257, -0.04531516898233418, 0.32238179680686196
1o3f,-0.38,0.73,1.5064763157894738,0.00015177360764722126, -0.03590963897977038, 0.0010213562535699744, 0.21144753454690546, 0.0026619405144329214, -0.006648625086358253, -0.11919279370928407, 0.010074750446318108, -0.00044903668256517527, -0.2020674113963643, -0.02971789887775775, 0.44882840287260645
