Optimised GP regression Matern kernel, normalised features
Pearsons_correlation_coefficient:0.6588
R2_score:0.3812
RMSE:1.7993667420849682
best_parameters:{'alpha': 2, 'copy_X_train': True, 'kernel__length_scale': array([0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]), 'kernel__length_scale_bounds': (1e-05, 100000.0), 'kernel__nu': 2.5, 'kernel': Matern(length_scale=[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5], nu=2.5), 'n_restarts_optimizer': 3, 'normalize_y': False, 'optimizer': 'fmin_l_bfgs_b', 'random_state': None}
elapsed time: 4650.017662073001
name,y_pred_mean,sigma,y_true,BertzCT,Chi1v,EState_VSA1,MolLogP,MolMR,TPSA,num_rotors,vina_gauss1,vina_gauss2,vina_hydrogen,vina_hydrophobic,vina_repulsion
1axz,5.18,0.09,3.2,468.1997760112523, 2.678869016623521, 37.14513571925313, -3.2213999999999987, 35.98599999999999, 110.38, 6.0, 52.45742416381836, 705.9637451171875, 5.009235382080078, 0.0, 3.3934848308563232
1b11,7.18,0.06,7.39,2208.47169097664, 8.066385657891464, 169.38233647899457, 2.1619, 125.15590000000002, 116.76, 15.0, 80.14280700683594, 1580.1717529296875, 5.6277666091918945, 43.69366836547852, 5.101325988769531
1b39,5.70,0.12,6.92,1846.1428421922642, 11.329359393721434, 82.66948263613945, 0.12379999999999958, 89.3465, 266.48999999999995, 11.0, 123.40016174316406, 1899.2877197265625, 7.239266395568848, 0.0, 12.242531776428224
1b7h,7.02,0.08,8.02,1863.8119823349562, 6.13174416517758, 140.79712963119752, -3.6689999999999987, 98.28170000000004, 181.25, 20.0, 153.5574493408203, 1926.0008544921875, 10.569938659667967, 34.498817443847656, 9.652978897094727
1b8o,6.39,0.06,10.64,1237.3812057937334, 4.855350962927559, 70.69003108284848, -3.0479999999999987, 64.26820000000001, 138.83999999999997, 5.0, 97.05632019042969, 1339.6326904296875, 5.846652507781982, 2.0745649337768555, 3.727213144302368
1b9j,7.04,0.08,5.96,1846.3022073306286, 6.13174416517758, 140.79712963119752, -3.8131, 98.21170000000004, 181.25, 20.0, 153.30044555664062, 1931.593505859375, 11.382135391235352, 30.94302749633789, 9.202943801879883
1bcu,5.59,0.05,3.28,1029.0187431849038, 4.394427190999917, 53.67170350301018, 2.5524000000000004, 68.07380000000002, 64.92999999999999, 2.0, 69.85558319091797, 935.802734375, 0.7475793361663818, 11.15260124206543, 1.187350153923035
1bma,7.46,0.06,4.59,2465.516679164075, 8.918173527209467, 187.28021931481518, 4.519700000000003, 135.94149999999993, 87.30000000000004, 16.0, 125.76409912109376, 1670.3583984375, 2.775155782699585, 48.58888244628906, 5.4364118576049805
1bra,4.61,0.07,1.82,491.1328154769169, 2.1972135954999583, 41.611164815770735, -0.8490000000000001, 36.66379999999999, 51.61, 1.0, 63.43339538574219, 659.2823486328125, 0.0, 6.608669757843018, 3.149428129196167
1bxo,8.31,0.11,10.0,3123.2749277977696, 11.985835609620715, 215.07661785148886, 2.590900000000004, 161.3317999999997, 186.07, 16.0, 190.5746307373047, 2473.642822265625, 6.996106147766112, 65.46401977539061, 6.918049335479736
1c84,6.16,0.05,5.0,1007.011183766366, 4.717834321659616, 81.43340209983351, -1.1083000000000005, 61.91520000000001, 109.36, 3.0, 97.38219451904295, 1087.2022705078123, 5.18930196762085, 58.3869743347168, 6.6796302795410165
1d7j,3.55,0.16,3.3,229.98600339321573, 1.1582482904638631, 25.56704720790629, -0.04219999999999996, 22.383799999999994, 37.3, 4.0, 29.9594669342041, 339.0549621582031, 0.7926382422447205, 20.33965492248535, 0.847190260887146
1det,4.70,0.15,4.3,1451.4405123973675, 7.151703078912046, 72.8252195553943, -1.6932999999999991, 73.41619999999998, 199.72000000000003, 7.0, 80.79127502441406, 918.6271362304688, 6.692456245422362, 0.0, 5.0802884101867685
1df8,6.51,0.05,9.7,839.85850975817, 4.731544498087301, 82.84036255260862, -0.5378999999999998, 58.96440000000002, 81.25999999999998, 5.0, 90.57337951660156, 1231.2274169921875, 4.66173791885376, 33.546539306640625, 4.423405647277832
1dhi,5.74,0.09,7.26,1986.9502125445767, 8.124722692409344, 130.50935804490317, -2.400999999999997, 113.00400000000003, 216.2, 12.0, 99.44392395019531, 1627.9888916015625, 4.517805576324463, 31.61614227294922, 4.127625465393066
1e1v,6.52,0.05,4.92,1145.8940056463439, 4.670709470213675, 73.61314470469834, 1.8942, 68.16610000000001, 89.71000000000002, 4.0, 75.11418151855469, 1227.3555908203125, 2.0, 12.201799392700195, 4.509373188018799
1e5a,4.06,0.12,7.64,326.46309272238955, 4.65006566341783, 0.0, 3.6797, 51.2068, 20.23, 1.0, 30.273141860961914, 578.2321166992188, 0.0, 23.63502693176269, 1.0703904628753662
1e66,6.76,0.09,9.89,1511.4633430157255, 6.237767102763777, 106.75426349948549, 4.856500000000003, 88.70840000000004, 38.91, 3.0, 134.9036865234375, 1482.2191162109375, 0.0, 89.23046112060547, 2.905165433883667
1ela,7.15,0.05,6.36,2039.8171074571546, 7.718173527209468, 157.04249919689985, 2.1988000000000003, 113.48750000000004, 106.15, 12.0, 111.5432586669922, 1529.429931640625, 3.689826726913452, 43.99531173706055, 4.958773612976074
1elb,7.03,0.06,7.15,2122.029338144972, 7.744566729459487, 164.18036015364686, 2.7387000000000006, 120.13820000000004, 114.94, 17.0, 121.70389556884766, 1500.9630126953125, 1.8936971426010127, 39.84478759765625, 8.125857353210451
1f4e,5.74,0.05,2.96,1084.6881550825883, 5.765556879164783, 87.03891630314365, -0.10197999999999974, 63.09980000000003, 77.50999999999998, 4.0, 47.97137832641602, 950.2037963867188, 1.385108232498169, 47.78152847290039, 1.934087038040161
1f4f,6.14,0.08,4.62,1640.376180192895, 8.233391200824396, 122.10637011539998, -4.0319999999999965, 88.86500000000004, 186.87, 9.0, 96.67130279541016, 1613.6829833984375, 1.0652871131896973, 48.865272521972656, 7.248813152313232
1f4g,6.60,0.10,6.48,2002.5347677384696, 9.384728941556286, 146.1931477836852, -4.525699999999995, 106.49170000000008, 215.97, 12.0, 137.50172424316406, 2022.70361328125, 3.64192795753479, 56.18000030517578, 7.095860004425049
1f5k,4.63,0.07,3.74,491.1328154769169, 2.1972135954999583, 41.611164815770735, -0.8490000000000001, 36.66379999999999, 51.61, 1.0, 61.43368530273438, 666.8355102539062, 0.0, 2.431436538696289, 2.768512964248657
1fcx,7.70,0.11,7.19,2164.3339888966243, 7.862372435695795, 156.0041967819211, 4.634000000000004, 114.06830000000002, 60.36, 8.0, 119.59031677246094, 1975.4775390625, 1.9021159410476685, 136.46897888183594, 2.8228321075439453
1fcz,7.53,0.10,9.22,1866.4709967396661, 7.112372435695795, 144.95428134915105, 4.295200000000003, 105.86500000000008, 57.2, 8.0, 119.23511505126952, 1849.8118896484373, 1.9991896152496336, 136.54327392578122, 2.9139325618743896
1fd0,7.90,0.09,8.4,2199.3937014304884, 8.064429274048898, 155.63586375774184, 4.778900000000003, 117.43200000000004, 72.72, 8.0, 127.30226135253906, 2023.826171875, 2.182025909423828, 136.95655822753906, 3.2851552963256836
1fh7,5.95,0.06,5.24,947.826303806315, 4.2843309025873415, 67.60172924435543, -4.890599999999996, 56.30640000000004, 136.22000000000003, 7.0, 102.51383209228516, 1111.6400146484377, 5.427251815795898, 0.0, 8.305356979370117
1fh8,5.90,0.06,6.89,926.0513568850163, 4.080206757355411, 67.89463611873481, -3.8613999999999935, 54.91660000000004, 115.99, 6.0, 86.7231674194336, 991.343505859375, 6.607578277587892, 6.377795696258545, 5.404606342315674
1fh9,5.78,0.07,6.43,954.8577001325036, 4.690511886172377, 66.94746459651468, -4.076699999999995, 61.87120000000004, 164.23, 8.0, 114.29161071777344, 1249.716552734375, 7.7969651222229, 0.0, 11.176005363464355
1fkb,6.96,0.09,9.7,5187.525160461867, 16.095055007424705, 323.3627057433355, 6.180600000000006, 245.13739999999896, 195.42999999999995, 19.0, 128.54454040527344, 2009.4888916015625, 4.287846088409424, 63.54464721679688, 4.4806976318359375
1fki,6.59,0.05,7.0,2133.662918717956, 7.553813555105388, 156.1284660422389, 3.9638000000000018, 116.22800000000008, 89.97999999999998, 2.0, 86.34573364257812, 1258.06640625, 1.7965831756591797, 59.1728401184082, 1.5532037019729614
1fkn,6.41,0.20,8.8,4374.457398353603, 14.738233201746745, 296.3069480956902, -6.4570000000000265, 215.46149999999957, 385.94999999999993, 37.0, 186.8729553222656, 2839.660400390625, 12.143197059631348, 47.78335571289063, 12.908117294311525
1flr,7.10,0.05,10.0,1678.9364890551751, 6.7247448713915885, 116.55509233153872, 2.633900000000001, 90.53730000000002, 90.57, 3.0, 132.22470092773438, 1488.3040771484375, 2.691765546798706, 77.41541290283203, 3.6092095375061035
1fo0,5.39,0.51,5.59,5029.294947733848, 16.659053594996678, 335.8561953898311, -6.410400000000024, 243.32759999999948, 418.0099999999998, 37.0, 312.8677978515625, 4072.784912109375, 17.207645416259766, 106.63450622558594, 20.359622955322266
1ftm,5.96,0.06,7.61,684.8523072588687, 2.94628436226274, 52.9574103119658, -2.8207799999999987, 39.4528, 113.77, 5.0, 96.80607604980469, 1011.423095703125, 7.512473106384277, 16.545270919799805, 6.48020076751709
1fzk,6.63,0.21,8.4,5005.03196763863, 16.671625697782755, 335.40190848485463, -3.9787000000000106, 240.38749999999942, 346.30999999999995, 29.0, 206.9769287109375, 3069.400146484375, 7.171755790710449, 87.8375244140625, 10.473557472229004
1g7q,6.24,0.22,6.06,3817.7186522641937, 13.349356640764661, 263.17378736743353, -11.250699999999995, 188.9016999999997, 398.11999999999983, 27.0, 204.8849029541016, 2602.1025390625, 11.620208740234375, 25.949932098388672, 16.112674713134766
1gni,6.13,0.08,8.07,1425.2202882125766, 4.658248290463863, 114.14628951593001, 4.773800000000004, 84.45900000000006, 40.13, 16.0, 67.12535858154297, 1204.317138671875, 0.3825549483299256, 104.97164154052734, 1.5946418046951294
1gpk,6.61,0.06,5.37,1325.1301964626778, 4.874944538481868, 95.74709504913858, 1.2807, 70.95380000000002, 60.5, 3.0, 83.08167266845703, 1322.264404296875, 1.8243882656097408, 47.01272583007813, 2.408907413482666
1gz9,5.25,0.12,3.51,1782.1406921958871, 7.832482904638631, 111.72831403213881, -6.545399999999987, 99.84100000000001, 248.45, 17.0, 103.27484130859376, 1462.639404296875, 6.369528770446777, 3.39752197265625, 6.206118106842041
1h23,8.49,0.10,8.35,2956.6225376752973, 9.447102672463695, 205.35895306604885, 3.546000000000001, 145.23819999999984, 98.93999999999998, 15.0, 174.595458984375, 2285.611328125, 2.9167935848236084, 112.52647399902344, 9.009786605834961
1ha2,6.41,0.06,5.54,1579.6875680864755, 6.020620726159657, 112.75503351118566, 3.609600000000003, 87.73180000000004, 67.50999999999999, 6.0, 64.95272064208984, 1220.293701171875, 0.8733239769935608, 69.55461883544922, 1.541038155555725
1hfs,8.12,0.31,8.7,4012.0125180836853, 13.524850546914122, 276.2611069548919, 6.7936000000000085, 198.25189999999944, 118.64, 20.0, 234.42124938964844, 3201.481201171875, 5.212027549743652, 140.11785888671878, 7.874477863311768
1hi4,5.07,0.11,4.49,1637.4580896007724, 9.138469163700774, 74.84678551300729, 0.006799999999999362, 78.43620000000001, 219.96, 8.0, 111.88384246826172, 1236.311279296875, 3.822109460830689, 0.0, 10.48648452758789
1hk4,6.33,0.05,5.31,1168.8483315304475, 10.065153052280737, 41.72115328966278, 2.5058, 120.8779, 97.23000000000002, 7.0, 80.4136962890625, 1146.5758056640625, 0.7885192632675171, 42.44202423095703, 5.670199394226074
1if7,6.31,0.05,10.52,1910.2946802856995, 7.982253127182788, 134.02140012259042, 2.3548, 101.25040000000004, 94.19, 8.0, 61.607398986816406, 1139.2667236328125, 1.5138405561447144, 31.9717960357666, 4.259768486022948
1j16,4.59,0.07,3.84,491.1328154769169, 2.1972135954999583, 41.611164815770735, -0.8490000000000001, 36.66379999999999, 51.61, 1.0, 74.07679748535156, 652.53955078125, 0.0, 6.823744297027588, 2.5288805961608887
1j17,7.41,0.06,5.22,2488.6621548436624, 10.667233825446523, 174.719563505482, 3.6377000000000015, 133.47079999999994, 73.82000000000002, 4.0, 147.32676696777344, 1669.27685546875, 0.0, 41.6260986328125, 4.311625003814696
1jaq,5.90,0.07,4.48,1091.6598324895078, 4.590711553262659, 96.6724527237205, -1.7396999999999967, 72.68300000000002, 150.62, 12.0, 79.93388366699219, 1195.4588623046875, 5.2338905334472665, 12.672760009765625, 5.979902744293213
1jq9,6.44,0.12,8.45,3354.8186402949946, 11.36906113935524, 234.50154285108684, -3.072399999999992, 169.50959999999972, 252.27, 26.0, 150.22056579589844, 2217.3046875, 7.034867286682129, 41.898475646972656, 22.010560989379886
1jqd,6.14,0.08,5.16,1548.627165551335, 7.159164518032949, 101.27715413726862, -3.4885999999999973, 89.28410000000002, 187.08000000000004, 11.0, 102.1218490600586, 1618.643798828125, 4.925525665283203, 2.10583758354187, 7.279940605163574
1jqe,6.87,0.10,6.44,2145.507848583706, 7.540442584227557, 150.57059149999745, 4.555300000000004, 120.04140000000008, 38.59, 13.0, 140.00382995605472, 1541.2218017578125, 0.0, 82.52957153320312, 4.305241107940674
1jys,4.73,0.08,3.52,521.9973719015027, 2.512461179749811, 6.303371713966228, -0.06489999999999985, 36.0961, 80.48, 1.0, 53.43001174926758, 597.5992431640625, 0.6912281513214111, 0.0, 2.6403913497924805
1k4g,6.20,0.06,5.85,1290.4459026416498, 5.9149369941233125, 68.95339007842709, 1.1028999999999998, 79.3372, 126.47, 5.0, 70.59182739257812, 1169.264892578125, 3.979888200759888, 18.001007080078125, 3.541346311569214
1k9s,6.41,0.06,6.52,1193.6744081036024, 5.00947510815949, 66.70344817288071, -2.4814, 66.19050000000001, 141.39, 7.0, 115.80671691894531, 1364.4560546875, 5.602827072143555, 0.0, 5.567783355712892
1kv1,6.39,0.06,5.94,1258.5011691148086, 5.536318438995626, 96.72132548661736, 4.0150000000000015, 86.00140000000003, 58.95, 3.0, 71.03840637207031, 1237.962646484375, 2.515977144241333, 44.73987197875977, 1.5563631057739258
1l2s,6.13,0.05,4.59,1010.8910950031096, 7.0836416623202325, 76.7585742607216, 1.5658, 70.91000000000003, 86.30000000000004, 4.0, 71.94652557373047, 1075.171142578125, 5.705814838409424, 13.389471054077148, 4.51898193359375
1l83,3.57,0.20,3.4,226.30309024251744, 1.5, 36.25451224597977, 1.6866, 26.442, 0.0, 0.0, 30.67448425292969, 467.0641479492188, 0.0, 49.95882034301758, 0.43039143085479736
1li3,4.15,0.11,4.25,324.3632272522796, 2.2710708547457723, 29.919186663937094, 2.0456000000000008, 33.1168, 20.23, 1.0, 35.006824493408196, 609.79638671875, 0.9868499636650084, 35.66680145263672, 0.9027054905891418
1li6,3.72,0.15,3.8,310.1325928045517, 1.447213595499958, 30.80355273828549, 1.32312, 25.529699999999995, 15.79, 1.0, 28.397951126098643, 472.7264099121094, 0.5436064004898071, 22.70461845397949, 1.2750753164291382
1lol,5.36,0.09,6.39,1507.3842468534256, 7.132220426393997, 66.846906696885, -1.9821999999999995, 71.82950000000002, 193.67, 6.0, 90.89798736572266, 1265.3892822265625, 6.954305648803711, 0.0, 7.039028644561768
1loq,5.77,0.07,3.7,1233.316854304425, 6.237793235394082, 71.13907388103344, -1.8585, 62.17780000000001, 164.98999999999995, 6.0, 91.8367156982422, 1254.42578125, 8.410639762878418, 5.375401973724365, 8.739822387695312
1m0n,7.17,0.07,2.22,1605.333678493627, 8.807553777249877, 93.14485530234158, 3.3246200000000017, 82.17980000000003, 157.13, 8.0, 137.95428466796878, 1808.4632568359373, 9.172865867614746, 26.00822639465332, 16.574609756469727
1m0q,6.70,0.07,3.89,1330.345037378105, 7.807553777249877, 74.98401503028603, 2.40032, 70.44280000000005, 157.12999999999997, 9.0, 128.34785461425778, 1620.63134765625, 10.33869743347168, 11.335680961608887, 14.861483573913574
1m2q,6.63,0.05,6.1,1208.408867344276, 5.109375895579748, 79.68909363250012, 2.265600000000001, 69.97399999999999, 113.81, 3.0, 94.95875549316406, 1310.8642578125, 1.4670240879058838, 44.6607666015625, 4.283632278442384
1mq6,7.79,0.06,11.15,2182.783982107289, 10.860004646574467, 140.7377323653059, 5.4345000000000026, 142.2073999999999, 105.15, 9.0, 165.773681640625, 1838.2056884765625, 1.3634073734283447, 24.76375770568848, 3.946334362030029
1n2v,5.93,0.05,4.08,1028.6268424488414, 3.6998890769637383, 53.94700654462029, 0.2820999999999999, 55.9471, 94.4, 4.0, 78.52410125732422, 987.416259765625, 4.238110542297363, 15.010637283325195, 4.600836753845215
1nc1,6.97,0.05,6.12,1197.5633588722314, 5.830095834319147, 83.46472267195608, -0.004300000000000526, 76.24600000000002, 106.42, 7.0, 129.23985290527344, 1448.517333984375, 4.687254428863525, 8.419927597045897, 7.078103542327881
1ndw,6.51,0.05,5.23,1182.9434041169354, 4.749889076963736, 90.8953641686454, 1.1482, 71.63070000000003, 81.14, 7.0, 99.28553009033205, 1233.7412109375, 3.5719082355499268, 52.74943923950195, 6.745452404022218
1ndy,6.99,0.05,6.17,1611.9190821455554, 5.999889076963735, 113.7526500129016, 2.3014, 89.13670000000002, 81.14, 7.0, 105.01902770996094, 1441.57470703125, 3.596431255340576, 46.16885375976562, 5.577110767364502
1ndz,8.78,0.08,8.11,2864.4140349406794, 9.690081199695458, 178.7098853671089, 3.018400000000001, 141.08739999999992, 132.99, 12.0, 181.9459991455078, 2373.894287109375, 3.469193458557129, 46.64876174926758, 12.78593921661377
1nfy,7.36,0.06,8.89,2107.038531089372, 10.221158303588176, 146.8579144749064, 1.0522000000000005, 117.6746, 109.29999999999998, 5.0, 139.25970458984378, 1639.7698974609375, 0.9229179620742798, 48.33429718017578, 3.4090731143951416
1nhu,6.17,0.06,5.66,1938.2147341350608, 8.984032957487258, 146.64846740582252, 5.015800000000001, 116.72050000000004, 60.44, 7.0, 62.36217880249024, 1150.014892578125, 1.8319097757339484, 46.64581680297852, 2.1057536602020264
1nja,5.91,0.07,6.31,1157.9743147443091, 6.053151742680195, 66.7135733679666, -0.5404000000000007, 62.37470000000002, 150.81, 6.0, 79.12738800048828, 1201.7254638671875, 7.94370698928833, 1.385754108428955, 5.7928428649902335
1nje,5.90,0.07,3.8,1157.9743147443091, 6.053151742680195, 66.7135733679666, -0.5404000000000007, 62.37470000000002, 150.81, 6.0, 89.17044067382812, 1193.8505859375, 9.722962379455566, 1.0, 7.541682243347168
1nny,7.78,0.12,7.66,3892.445798772793, 13.5606131818011, 254.60455564574642, 1.5473000000000017, 188.8163999999996, 208.13, 17.0, 174.84292602539062, 2436.579345703125, 12.007345199584961, 60.635108947753906, 10.579978942871094
1nvq,8.09,0.07,8.25,2975.189393693735, 10.210812848891377, 171.75736829187943, 2.8187000000000006, 135.69339999999985, 94.26, 6.0, 123.18659210205078, 2020.7275390625, 4.418646335601807, 63.85175704956055, 4.2364606857299805
1nwl,5.97,0.07,2.39,1799.86428645552, 9.481433575051037, 153.60080191522954, -0.2375999999999989, 116.18410000000004, 153.20999999999995, 12.0, 93.7530288696289, 1248.21337890625, 2.1146275997161865, 17.207952499389652, 10.19876766204834
1o0h,5.37,0.10,5.92,1592.8118836283911, 9.138469163700774, 75.19430676578513, -0.4314000000000009, 79.9685, 223.12, 9.0, 135.34916687011722, 1443.5589599609375, 6.209657192230225, 0.0, 11.82458782196045
1o3f,6.70,0.05,7.96,1866.8727960136453, 6.848551336231848, 122.94481500471822, 2.671900000000001, 101.05729999999998, 87.63000000000002, 4.0, 122.7018585205078, 1309.1905517578125, 2.0, 11.59623908996582, 14.11522388458252
1o3p,6.99,0.05,6.66,1789.0712986314686, 6.70401322219567, 113.14558224719882, 1.7213, 96.30030000000002, 109.75, 5.0, 126.07209777832031, 1466.5157470703125, 2.0, 12.820063591003418, 8.370899200439451
1om1,6.96,0.05,6.77,1638.2999609719675, 5.98040642444569, 99.25732532226644, 1.2263999999999993, 81.74070000000002, 77.39999999999998, 2.0, 95.62689208984376, 1432.7144775390625, 0.8071361780166626, 81.94954681396484, 4.514773845672607
1p1q,5.95,0.06,4.89,684.8523072588687, 2.94628436226274, 52.9574103119658, -2.8207799999999987, 39.4528, 113.77, 5.0, 95.78340911865234, 1007.191162109375, 6.93264102935791, 15.172910690307615, 10.039040565490724
1pb9,4.40,0.09,3.62,276.5986975831386, 1.5380360717988764, 24.196799165625748, -2.3416999999999994, 20.7708, 65.97, 1.0, 69.34397125244139, 531.7467041015625, 6.79580545425415, 0.0, 5.191882610321045
1pbq,5.98,0.05,6.27,753.5857279837904, 4.693479450223434, 35.5400012390741, 1.6107, 57.75830000000002, 73.25, 2.0, 102.07687377929688, 1046.989501953125, 2.958770036697388, 38.826263427734375, 4.923460483551025
1ppm,7.98,0.09,5.8,2904.929173372031, 11.492746159352693, 202.1247735070397, 3.7189000000000014, 153.5430999999997, 166.19999999999996, 20.0, 146.59854125976562, 2165.978271484375, 7.0901737213134775, 57.66974639892578, 5.777189254760742
1pr5,6.09,0.06,3.92,1103.0163951877123, 4.80947510815949, 66.37294197921464, -1.3750000000000004, 64.94980000000001, 126.65, 6.0, 87.56785583496094, 1119.0343017578123, 4.766132354736328, 2.2115626335144043, 4.770105838775635
1pxo,6.76,0.05,8.7,1346.7309528183184, 6.575961220561491, 82.00271821513445, 3.142520000000001, 88.66850000000002, 119.86, 6.0, 83.18134307861328, 1398.9864501953125, 1.7997360229492188, 26.996490478515625, 4.864645004272461
1pz5,6.28,0.22,5.4,4807.876284925305, 17.568329036065887, 330.11635377048316, -6.00840000000002, 240.27379999999957, 399.1599999999999, 34.0, 194.4206085205078, 2650.8310546875, 3.718679189682007, 29.937896728515625, 11.17609405517578
1q7a,6.31,0.06,7.19,1531.3775594466726, 6.206799626695712, 115.1850367169706, 3.4934000000000034, 92.53580000000004, 60.85000000000001, 7.0, 58.21355056762695, 1200.4683837890625, 0.16080744564533234, 58.93991088867188, 3.126163959503174
1q8t,6.50,0.05,4.76,1150.3226533682969, 4.5721581339818265, 97.19714848097686, 1.4568999999999994, 70.66480000000004, 69.63, 5.0, 60.32986831665039, 1250.1915283203125, 0.9383418560028076, 23.89433288574219, 3.850569725036621
1rdi,4.48,0.10,2.06,540.7591408830658, 2.678869016623521, 44.4759950525151, -1.5397, 39.3644, 79.15, 6.0, 41.01995468139648, 515.1992797851561, 8.247389793395996, 0.0, 5.2100749015808105
1rdj,4.54,0.11,1.66,463.71244887624977, 2.4747448713915894, 37.43804259363253, -2.1938, 34.57419999999999, 90.15, 5.0, 40.11995697021485, 503.6937255859375, 7.633630752563477, 0.0, 4.760102272033691
1rdl,4.69,0.13,2.24,468.1997760112523, 2.678869016623521, 37.14513571925313, -3.2213999999999987, 35.98599999999999, 110.38, 6.0, 36.75445175170898, 528.5908203125, 7.712968826293945, 0.0, 5.460815906524658
1re8,8.68,0.08,9.52,2405.539009660177, 9.073296207623438, 172.37171521143276, 2.01, 127.4392, 129.54, 8.0, 166.3984375, 2301.819580078125, 6.1190552711486825, 58.92635726928711, 5.605748176574707
1rnt,5.09,0.11,5.19,1451.4405123973675, 7.151703078912046, 72.8252195553943, -1.6932999999999991, 73.41619999999998, 199.72000000000003, 7.0, 101.19221496582031, 1148.4937744140625, 7.98319673538208, 0.0, 8.842528343200684
1s39,5.19,0.06,7.7,741.6706978337784, 3.0721581339818265, 41.063505221156475, 0.5053000000000001, 46.77609999999999, 71.77, 1.0, 89.74325561523438, 778.6604614257812, 5.68991756439209, 28.544231414794922, 3.5023093223571777
1sl3,8.37,0.08,11.85,2270.1327011750045, 9.83317553683553, 144.63873489299397, 1.679499999999999, 127.3034, 146.56, 9.0, 171.7433624267578, 2203.8720703125, 3.6846296787261963, 54.88766098022461, 5.861457824707031
1slg,5.85,0.22,3.9,4061.566654805476, 14.171625697782753, 273.4741151756204, -7.515700000000018, 199.51569999999973, 388.9, 27.0, 116.88443756103516, 2133.002197265625, 4.6804609298706055, 44.096866607666016, 4.4405694007873535
1sqa,6.56,0.06,9.21,2238.880742504044, 8.163798920481701, 141.5082931570697, 0.8319999999999999, 120.4718, 146.16, 7.0, 109.36134338378906, 1471.721923828125, 0.3924471437931061, 9.149816513061523, 4.10619068145752
1sv3,4.72,0.07,4.35,479.38765690548735, 2.5664965809277263, 48.48989590246852, 0.05869999999999986, 37.32450000000001, 49.36, 3.0, 50.33672332763672, 702.378173828125, 0.4938397705554962, 16.63905143737793, 2.1264631748199463
