%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 30 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 0.6469574085024297
%.kernel.kernels[0].lengthscales: [0.26988721 0.24695062 0.45591099 0.54945895]
%.kernel.kernels[1].variance: 0.258822858758518
%.likelihood.variance: 2.0513374547481504
%loglikelihood: -7045.755543781186
%RMSE:1.739
%Pearson_correlation_coefficient:0.648,P-value:0.000
%Spearman_correlation_coefficient:0.652,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7
1jys,-1.6432,0.1056,-2.9335,-1.4828,-1.2174,-0.1567,-1.214
1k4g,-0.0123,0.0822,-0.6035,-0.5019,-0.4364,0.2031,-0.4432
1k9s,0.5243,0.1014,0.0665,-0.1669,-0.5348,-0.9012,-1.214
1kv1,0.1209,0.1596,-0.5135,-0.384,-0.4689,1.1003,-0.1584
1l2s,-0.2772,0.1043,-1.8635,-0.6633,-0.7205,0.3457,0.3394
1l83,-2.5874,0.2747,-3.0535,-1.7068,-1.5179,0.3829,-1.214
1li3,-1.6442,0.1793,-2.2035,-1.4619,-1.4183,0.4935,-0.4223
1li6,-2.4758,0.2081,-2.6535,-1.6971,-1.4327,0.2709,-0.4079
1lol,-0.6846,0.1857,-0.0635,-0.3369,-0.216,-0.7474,-1.214
1loq,-0.5767,0.0907,-2.7535,-0.3557,-0.4945,-0.7093,-1.214
1m0n,0.3682,0.2046,-4.2335,0.595,-0.1164,0.8876,0.1986
1m0q,-0.1510,0.2881,-2.5635,0.2727,-0.3959,0.6028,-0.6155
1m2q,-0.1832,0.0961,-0.3535,-0.2589,-0.5198,0.5613,-0.4223
1mq6,1.5246,0.4210,4.6965,0.646,0.4704,1.5376,-0.1884
1n2v,0.0324,0.1146,-2.3735,-0.8139,-0.7025,-0.0498,-0.9357
1nc1,0.7813,0.1796,-0.3335,-0.0227,-0.5308,-0.1381,-0.68
1ndw,-0.4038,0.0860,-1.2235,-0.3912,-0.5457,0.217,-0.4144
1ndy,0.5117,0.0907,-0.2835,-0.0346,-0.1097,0.5723,0.0561
1ndz,3.2433,0.1286,1.6565,1.5653,1.1632,0.7932,0.6191
1nfy,1.0508,0.1809,2.4365,0.3055,0.3935,0.1875,0.5837
1nhu,-1.2722,0.2837,-0.7935,-0.5349,0.2219,1.4086,0.8698
1nja,-0.6983,0.1017,-0.1435,-0.4462,-0.5711,-0.3032,-0.9501
1nje,-0.6896,0.1003,-2.6535,-0.4597,-0.5711,-0.3032,-0.9501
1nny,1.5929,0.3366,1.2065,1.6728,2.208,0.34,1.6253
1nvq,1.0252,0.3853,1.7965,0.9592,1.2758,0.7317,-0.387
1nwl,0.3235,0.2499,-4.0635,-0.3664,0.0813,-0.2099,-0.1007
1o0h,-0.8056,0.1077,-0.5335,-0.0312,-0.1291,-0.2696,-1.214
1o3f,0.3116,0.1122,1.5065,-0.2617,0.1494,0.6865,0.3485
1o3p,0.4515,0.2825,0.2065,0.0082,0.0703,0.3936,1.2189
1om1,0.7094,0.1175,0.3165,-0.0498,-0.0829,0.2411,-0.4223
1p1q,-0.9155,0.0823,-1.5635,-0.78,-1.0519,-1.0058,-0.9148
1pb9,-1.2983,0.0945,-2.8335,-1.5958,-1.4668,-0.8582,-1.214
1pbq,-0.9223,0.1247,-0.1835,-0.7117,-0.982,0.3595,-0.6862
1ppm,2.0301,0.1991,-0.6535,1.2085,1.2043,1.0091,0.4062
1pr5,-0.6138,0.1008,-2.5335,-0.5881,-0.6269,-0.5604,-0.9501
1pxo,0.1330,0.1229,2.2465,-0.1077,-0.3792,0.8315,-0.387
1pz5,0.2969,0.6697,-1.0535,2.0405,3.1383,-1.9879,1.2082
1q7a,-0.3175,0.1410,0.7365,-0.4483,-0.1916,0.9396,0.6477
1q8t,0.0220,0.2375,-1.6935,-0.363,-0.5788,0.3121,0.7264
1rdi,-2.1032,0.1813,-4.3935,-1.6242,-1.1983,-0.6111,-0.9148
1rdj,-1.8547,0.1810,-4.7935,-1.644,-1.2766,-0.8126,-0.9148
1rdl,-1.6714,0.2176,-4.2135,-1.6012,-1.2721,-1.1292,-1.214
1re8,1.8813,0.4084,3.0665,1.4416,0.6968,0.4826,1.1755
1rnt,-1.4928,0.1796,-1.2635,-0.5375,-0.2728,-0.6584,-1.214
1s39,-1.5246,0.0624,1.2465,-1.1721,-0.9942,0.019,-0.6862
1sl3,1.4977,0.3350,5.3965,1.2735,0.5592,0.3807,0.54
1slg,-0.7184,0.6607,-2.5535,1.1519,2.3798,-2.4523,0.1632
1sqa,-0.4949,0.2566,2.7565,0.0172,0.5274,0.1196,0.8685
1sv3,-1.3946,0.2379,-2.1035,-1.303,-1.2607,-0.1186,0.0846
1syh,-0.4937,0.3129,-0.0435,-0.4014,-0.6758,-1.2503,-0.379
1tmn,-0.2665,0.2801,0.8465,0.1415,0.8381,-0.237,0.0716
1toi,-1.7373,0.0736,-2.4035,-1.1212,-1.1866,-0.023,-0.4144
1toj,-1.7723,0.0824,-3.0635,-1.069,-1.1866,-0.023,-0.4144
1tok,-1.9063,0.2638,-3.9835,-1.457,-1.5596,-1.048,-0.6854
1trd,-0.9509,0.0795,-1.0535,-1.4304,-1.3868,-0.2977,-1.214
1tsy,-1.1992,0.0948,-1.4935,-0.5265,-0.5168,-0.3922,-1.214
1ttm,0.9268,0.1989,0.8965,-0.7465,-0.275,0.3698,0.6701
1tyr,-0.7025,0.6047,0.5465,-1.2971,-0.21,1.1782,1.5064
1u1b,0.0390,0.6163,1.3465,0.8462,1.9049,0.0631,-0.9148
1u2y,-1.1298,0.0615,-4.7135,-1.2398,-1.197,-1.1162,-1.214
1u33,-0.5515,0.4703,-1.8535,0.958,0.2531,-2.2554,-1.214
1utp,-2.6985,0.1210,-5.0135,-1.3623,-1.0187,0.2488,-0.136
1uwt,-1.3868,0.1160,-0.4835,-0.7969,-1.197,-1.1162,-1.214
1v2o,-1.1184,0.3028,-1.7235,-0.5976,0.3213,-0.5563,0.3838
1v48,0.2020,0.1450,1.3465,-0.0874,-0.3549,0.3313,-0.6573
1vfn,-0.8668,0.0781,-0.8535,-1.3172,-1.1655,-0.2457,-1.214
1vzq,-0.0092,0.3639,0.9865,0.9485,0.6058,-0.8287,0.0846
1x1z,-0.3759,0.1474,4.6065,0.255,-0.4763,-0.8,-1.214
1xgj,0.1708,0.1148,-0.4535,-0.6246,-0.5808,-0.4505,-0.1884
1y1m,-1.8694,0.1024,-4.6335,-1.3943,-1.3146,-0.6633,-0.6573
1y6q,0.7686,0.0841,5.2465,-0.0804,-0.3795,-0.359,-0.9439
1ydt,1.2135,0.1303,0.8665,0.5575,0.2757,0.6497,0.3489
1zc9,0.0536,0.1023,-3.2335,-0.6892,-0.814,-0.0371,-0.9148
1zoe,0.5953,0.4699,0.9465,-0.6317,-0.9669,1.3048,1.569
1zs0,0.9369,0.1357,-0.3035,0.3656,0.0788,0.9961,0.585
1zvx,0.9345,0.1370,2.7665,0.3738,0.0788,0.9961,0.585
2aou,0.9065,0.1829,1.2765,0.0526,0.0606,1.0224,1.2318
2ayr,1.4608,0.5287,2.8365,1.1954,1.1983,1.3593,2.7383
2b1v,0.3011,0.1104,-0.7135,-0.3892,-0.5026,0.7255,0.4127
2b7d,1.3376,0.4531,2.2465,0.5968,0.9154,-0.7793,1.3976
2baj,1.2292,0.5054,1.9465,0.3602,-0.0325,1.749,-0.1584
2bak,2.5849,0.2738,0.9765,1.3596,1.5439,0.859,0.6477
2bok,-0.2971,0.3792,0.0965,0.3754,0.4303,-0.7682,-0.6862
2brb,-0.2096,0.4841,-1.5935,-0.1793,-0.0044,1.0836,-0.971
2brm,-0.0392,0.3520,-0.5635,-0.1474,0.0454,1.002,-0.7281
2bz6,0.4841,0.3369,0.6365,0.5595,0.1753,-0.2108,0.4048
2bzz,0.2332,0.6642,-0.0235,1.7001,1.8861,-0.1794,-1.214
2c02,-1.5080,0.1367,-2.4135,-0.3694,-0.1291,-0.2696,-1.214
2ceq,-0.7790,0.0926,0.8265,-0.6656,-1.0165,-0.6958,-1.214
2cer,0.8111,0.1730,2.7665,0.1345,-0.3332,-0.1458,-0.4144
2cet,0.8579,0.1328,1.5665,0.0354,-0.3332,-0.1458,-0.4144
2cgr,0.0912,0.1274,0.8265,-0.0725,0.1376,0.0284,0.3276
2ctc,-1.2114,0.0813,-2.5635,-0.9657,-1.165,-0.3401,-0.971
2d0k,-0.1874,0.3160,-1.4335,-0.0202,0.2332,-0.973,0.3983
2d1o,1.9807,0.1968,1.2465,0.6458,0.7374,-0.1627,0.942
2d3u,0.1669,0.1344,0.4665,-0.1676,0.0129,0.7135,0.6268
2d3z,-0.0525,0.1304,0.1865,-0.214,-0.1089,0.7959,0.6477
2drc,-0.2465,0.3070,3.4365,-0.0375,0.2714,-0.8765,0.3983
2er9,1.2814,0.6528,0.9465,2.3991,3.2866,0.2677,1.5549
2f01,0.2600,0.1372,6.5465,-0.4089,-0.8944,-0.3025,-0.379
2f80,3.1293,0.0641,1.7265,1.3327,1.0178,0.5951,0.8987
2fai,0.1717,0.1059,-0.2135,-0.3496,-0.4066,0.8013,0.3918
2fdp,2.0995,0.2495,1.1365,1.3288,1.3567,1.3127,1.7113
2flb,0.5055,0.1496,-0.7135,-0.1624,-0.042,0.1067,-0.4223
2fzc,-0.1338,0.1527,-3.7535,-0.7618,-0.8361,-0.3441,-1.214
2g5u,-0.0094,0.5079,2.0365,-0.6419,-1.0185,1.5203,0.3276
2g8r,-1.7368,0.4326,-2.4635,-0.6984,-0.1343,-1.6154,-1.214
2g94,1.8419,0.3311,3.0665,1.8212,1.5943,0.3032,0.9773
2gss,-1.0670,0.1210,-1.5135,-1.0226,-0.8261,0.563,-0.1645
2hdq,-2.5127,0.1629,-5.0535,-1.602,-1.436,-0.1023,-0.7162
2i0d,3.4334,0.2486,5.6465,1.695,1.5969,0.9904,1.4474
2j77,-1.1373,0.0753,-1.5635,-1.0918,-1.2037,-1.367,-1.214
2j78,-1.3773,0.1292,-0.0335,-0.7641,-1.197,-1.1162,-1.214
2qwb,-1.5339,0.1399,-3.7135,-0.4501,-0.7588,-1.7408,-1.214
2qwd,-1.5120,0.1363,-1.6035,-0.4574,-0.7254,-1.724,-1.214
2qwe,-0.4397,0.2512,1.0265,-0.0538,-0.5432,-2.2103,-0.9497
2rkm,-0.3579,0.5611,-2.5535,-0.1517,-0.5096,-1.4751,0.1777
2std,1.3743,0.2936,3.3965,-0.2077,-0.5807,1.3228,0.1344
2usn,-0.5437,0.3559,0.0565,-0.3581,-0.0366,1.0412,-0.7281
3gss,-0.1318,0.3373,-0.6335,0.5531,0.4548,-1.1979,-0.4079
3pce,-1.7476,0.0871,-4.4535,-1.1085,-1.2254,-0.2339,-0.4432
3pch,-1.2809,0.2271,-1.0535,-1.0456,-1.3356,-0.0107,-0.1793
3pcj,-1.3859,0.0982,0.7665,-1.0074,-1.257,-0.6146,-0.9501
3std,2.1355,0.3882,4.6565,0.6668,0.2485,1.4455,-0.1858
4er2,1.4659,0.3466,2.8465,1.2211,1.6844,-0.0959,0.929
4fiv,1.9002,0.4065,0.0665,2.4414,2.9702,0.9633,1.2844
4tln,-1.5444,0.0735,-2.7335,-1.482,-1.2462,-0.3991,-0.9566
5abp,-1.3954,0.1253,0.1865,-0.9019,-1.2721,-1.1292,-1.214
5er1,-0.1055,0.4320,-0.4335,0.4089,1.0283,-0.1295,-0.4562
6fiv,0.8408,0.1436,1.6265,0.2216,0.4965,0.5294,0.107
6rnt,-1.5872,0.1353,-4.0835,-0.771,-0.3818,-0.4407,-1.214
6std,0.7893,0.1792,2.1865,-0.0586,-0.5701,0.9623,-0.144
8abp,-1.3849,0.1230,1.5465,-0.9083,-1.2721,-1.1292,-1.214
1f8b,-1.1393,0.1030,-1.0535,-0.4251,-0.7984,-1.4928,-0.9497
1f8c,-1.5238,0.1379,0.9465,-0.462,-0.7254,-1.724,-1.214
1f8d,-1.2896,0.1347,-3.0535,-0.3731,-0.7254,-1.724,-0.9497
1hnn,-0.6056,0.1059,-0.2135,-0.8217,-0.8064,-0.4592,-0.4432
1igj,0.5792,0.6465,3.5465,-0.0707,1.0154,0.62,2.8215
1lbk,-1.6018,0.2268,-3.2735,-0.654,-0.8019,-1.8597,-1.214
1lor,-0.3798,0.1478,4.6065,0.257,-0.4763,-0.8,-1.214
1n1m,-1.4538,0.0638,-0.7535,-1.0625,-1.0315,-0.1751,-0.6573
1o5b,-0.7449,0.1972,-0.6835,-1.0228,-0.9682,0.1622,0.5643
1oyt,0.5285,0.3114,0.7865,0.6006,0.409,-0.3852,0.0846
1ps3,-0.7274,0.1433,-4.1735,-0.5265,-1.0186,-1.4529,-1.214
1q8u,0.5493,0.0901,-0.4935,-0.0782,-0.0562,0.1373,-0.1086
1qi0,-2.0893,0.2270,-4.1035,-0.9622,-0.6237,-1.7996,-1.214
1r5y,-1.3592,0.0758,0.0065,-1.0255,-0.9467,-0.1098,-0.4223
1sln,0.6884,0.3664,0.1865,0.4659,0.7301,-0.9819,0.691
1uto,-2.0399,0.0741,-4.1835,-1.436,-1.1944,0.0084,-0.971
1w3k,-0.6772,0.1394,-2.1535,-0.237,-0.6567,-1.8615,-1.214
1w3l,-0.8446,0.4404,-0.1735,0.6733,0.0411,-2.5318,-1.214
1w4o,-1.4525,0.1095,-1.2335,-0.7145,-0.4945,-0.7093,-1.214
1xd0,-0.6262,0.6509,0.6665,2.043,1.7599,-3.7373,-0.9148
1yc1,0.0654,0.1813,-0.2835,0.519,-0.0686,0.4208,0.342
1z95,0.4701,0.3354,0.6665,0.7615,-0.0727,0.7505,0.9326
1zea,-1.2088,0.7050,-1.2335,1.0454,3.1498,-3.1182,0.3918
2cbj,0.6323,0.0965,1.8165,-0.2476,-0.3886,-0.3936,-0.461
2fvd,0.7670,0.1834,2.0665,0.5896,0.1453,0.2985,-0.1295
2g70,0.0934,0.0996,1.3165,-0.7128,-0.8608,-0.2676,-0.971
2hb1,-1.9254,0.1307,-2.6535,-1.0227,-1.2539,-0.444,-0.5183
2iwx,0.7680,0.1339,0.2265,0.0422,-0.2722,1.0741,-0.1007
2j62,0.6255,0.2558,4.8865,0.6544,0.0844,0.0945,-0.4144
2jdm,-1.1638,0.0687,-1.0535,-1.2678,-1.1983,-0.6111,-0.9148
2jdu,-1.1695,0.0692,0.2665,-1.2774,-1.1983,-0.6111,-0.9148
2jdy,-1.1165,0.0694,-2.0835,-1.248,-1.1823,-0.9277,-1.214
2obf,0.5848,0.2174,2.3965,0.2297,-0.1669,0.2087,0.6124
2ole,0.9506,0.1188,0.7965,0.0406,0.2131,0.7003,0.6557
2p4y,1.5718,0.4290,2.5465,1.468,0.9707,1.6761,1.4748
2pcp,0.0141,0.0863,2.2465,-0.3479,-0.4121,0.7613,0.1777
2qbp,1.2637,0.1472,1.9465,0.6878,0.716,0.5029,1.0522
2qbr,0.4133,0.1134,-0.1235,-0.0661,-0.0871,0.5663,0.4955
2qmj,-1.2865,0.3704,-2.2435,0.8412,0.9594,-3.0916,-0.407
2r23,-1.3815,0.5220,-2.7335,-0.0807,0.0842,-2.6618,-1.214
2v00,-0.2277,0.0747,-2.7935,-0.7572,-0.7117,0.2137,-0.4144
2v7a,1.3155,0.1952,1.8465,0.6496,0.7936,0.2412,0.0846
2vl4,-1.1435,0.0721,-0.4435,-1.0627,-1.2037,-1.3038,-1.214
2vo5,0.1913,0.0992,-1.5635,-0.2316,-0.4411,-0.7779,-1.214
2vot,1.1176,0.1225,0.6865,0.0716,-0.3771,-0.1991,-0.6862
2vvn,-0.2353,0.1422,0.8465,-0.4191,-0.9329,-0.5969,-0.9148
2vw5,1.2495,0.3721,2.0665,0.437,0.8692,1.3107,2.0269
2w66,-1.0340,0.1304,-2.4035,-0.5043,-0.8901,-1.5196,-1.214
2wbg,0.7770,0.0956,-2.0035,-0.0413,-0.3692,-0.1927,-0.9357
2wca,0.6861,0.1401,-0.8535,-0.3913,-0.1893,-0.1532,-0.1827
2weg,-1.6271,0.0575,0.0465,-1.2527,-1.1937,0.009,-0.6862
2wtv,1.4230,0.1795,2.2865,0.6744,0.4153,1.26,0.6124
2x00,1.5288,0.6496,4.8765,0.7981,1.231,1.868,3.1764
2x0y,-0.5384,0.0879,-1.8535,-0.3793,-0.5691,-0.8186,-1.214
2x8z,-1.5172,0.0804,1.5065,-0.9569,-1.0426,-0.3545,-0.6573
2xb8,-0.0162,0.3430,1.1365,0.2719,-0.5519,-0.7438,-0.1649
2xbv,0.9701,0.2077,1.9765,0.9874,0.6493,0.4789,0.1055
2xdl,-0.6667,0.1813,-3.3535,-0.5032,-0.8434,0.4434,0.1762
2xhm,2.5733,0.1010,0.3465,1.2173,0.8421,0.6073,0.585
2xnb,0.7543,0.1398,0.3765,0.4139,0.1711,0.2759,0.4048
2xys,-0.2453,0.1108,0.9665,0.2139,0.1873,0.0072,-0.2063
2y5h,0.1906,0.2698,-0.6635,0.3274,0.4661,0.4351,-0.6862
2yfe,-0.2799,0.1719,0.1765,-0.2332,-0.1023,0.8055,0.9694
2yge,1.1649,0.1905,-1.3935,0.729,0.9818,0.6053,0.442
2yki,1.1606,0.2915,3.0065,1.3028,0.9696,1.4041,0.5496
2ymd,-0.5700,0.0846,-3.2935,-0.8843,-0.8496,0.066,-0.1793
2zjw,0.0863,0.1542,1.2465,-0.1003,-0.456,0.2677,-0.6862
2zwz,-0.6839,0.1785,1.3365,-1.0414,-1.0531,-1.4785,-0.9148
2zx6,0.6734,0.2137,4.1465,-0.0726,-0.054,-0.6779,-0.4079
2zxd,-1.3548,0.0937,-1.2335,-1.0595,-1.0717,-0.8544,-1.214
3acw,0.3907,0.1236,-1.6935,-0.0735,-0.2264,0.4332,-0.4851
3ag9,-0.6009,0.6996,1.5965,1.2528,3.4568,-2.7186,1.8477
3ao4,-0.7964,0.0698,-4.3835,-0.676,-0.7955,0.294,-0.4223
3b3s,-1.3248,0.0655,-3.9035,-1.415,-1.3079,-0.6319,-0.9566
3b3w,-1.1963,0.0631,-2.2635,-1.3489,-1.3079,-0.6319,-0.9566
3b68,0.9239,0.5309,1.9465,1.1245,-0.0298,0.8925,0.6687
3bfu,-1.2919,0.0765,-0.1835,-0.9449,-1.1736,-1.1429,-1.214
3bkk,1.6783,0.4224,-0.3735,1.4041,0.7046,0.161,0.3564
3bpc,-0.9924,0.5243,-1.6535,-0.3912,-0.0064,-1.6724,-0.3721
3cft,-0.0360,0.0938,-2.2635,-0.923,-0.7888,0.2718,-0.6862
3cj2,-1.2963,0.2320,-1.6035,-1.0085,-0.6427,0.8336,0.3709
3coy,-0.8126,0.4422,-0.4335,0.9989,0.274,-1.0419,-1.214
3cyx,1.6273,0.1805,1.5465,2.0913,2.1809,0.3794,1.547
3d4z,-0.8630,0.0868,-1.5635,-0.7276,-1.0165,-0.6958,-1.214
3dd0,-0.2346,0.0787,2.5465,-0.8838,-0.7636,0.2769,-0.1231
3dxg,-1.4216,0.1068,-4.0535,-0.701,-0.4945,-0.7093,-1.214
3e93,1.9158,0.2281,2.3965,1.4084,1.1678,1.1982,1.6615
3ebp,-0.4966,0.2770,-0.5435,-0.2851,0.2233,0.4448,-0.6862
3ehy,-0.6070,0.2137,-0.6035,-0.5712,-0.8202,-0.4103,0.1408
3ejr,0.7060,0.1569,2.1165,0.294,-0.0118,-0.1154,-0.4562
3f17,-0.4589,0.1178,2.1765,-0.1167,-0.4712,0.4563,-0.2002
3f3a,-0.0358,0.0920,-2.2635,-0.6129,-0.7671,-0.423,-0.7071
3f3c,-1.2362,0.1725,-0.4335,-0.684,-1.0911,-0.5284,-0.4432
3f3e,-1.1141,0.0660,1.2465,-1.2816,-1.3079,-0.6319,-0.9566
3f80,-1.4435,0.1205,-2.2335,-0.8314,-1.1949,-0.8165,-0.9357
3fcq,-1.6831,0.0859,-3.6835,-0.979,-1.0623,-0.0493,-0.4079
3fv1,-0.1197,0.2000,2.8465,0.0911,-0.5826,-2.1899,-1.214
3g0w,-0.1337,0.3042,3.0665,0.2476,-0.4744,0.758,0.1344
3g2n,0.5685,0.2225,-2.3635,-0.0561,-0.6673,-0.6863,-0.6862
3g2z,-2.0309,0.1100,-4.0935,-1.2624,-1.07,-0.0602,-0.202
3gbb,-0.5382,0.2084,0.4465,-0.3366,-0.7978,-1.3095,-0.6573
3gcs,1.6327,0.4420,0.7965,0.8741,0.1163,1.5731,0.8972
3ge7,-0.6948,0.2944,2.2465,0.2272,0.4317,-0.528,-0.3934
3gnw,2.3711,0.5378,2.6465,1.4307,1.6114,1.9225,1.4265
3gy4,-1.8741,0.2324,-1.3535,-1.2108,-1.2037,-0.527,-0.1584
3huc,0.3905,0.1842,-0.4635,-0.1542,0.1416,1.0612,-0.158
3imc,-2.0063,0.1225,-3.4935,-1.0586,-1.0342,0.5338,-0.1584
3ivg,0.9968,0.1801,-2.1535,0.7186,0.3726,0.3638,0.1055
3jvs,-0.0634,0.4231,0.0865,-0.434,0.2853,1.2534,-0.2145
3k5v,0.8271,0.1486,-0.1535,0.1281,-0.1967,1.0601,0.3694
3kgp,-1.0208,0.0609,-3.8835,-1.1807,-1.1876,-0.5089,-0.971
3kv2,-1.3941,0.1163,0.8665,-0.8575,-1.2322,-1.3598,-1.214
3kwa,-1.4465,0.2054,-2.3735,-0.9461,-0.7574,-1.3206,-1.214
3l3n,0.2704,0.3337,1.7265,1.2831,0.9671,-0.7404,0.3709
3l4u,0.1957,0.1569,1.0665,-0.2404,-0.5981,-1.6315,-1.214
3l4w,-0.6840,0.0964,-0.4535,-0.7874,-1.0086,-1.5784,-1.214
