%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 37 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.4548148046489175
%.kernel.kernels[0].lengthscales: [1.42426002 0.00560392 0.02419932 0.31817885]
%.kernel.kernels[1].variance: 0.3912203092398508
%.likelihood.variance: 1.2114163134908214
%loglikelihood: -7060.563832388581
%RMSE:1.710
%Pearson_correlation_coefficient:0.671,P-value:0.000
%Spearman_correlation_coefficient:0.675,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7
2qwe,-0.7058,0.4337,1.0265,-0.0538,-0.5432,-2.2103,-0.9497
2rkm,-0.4429,1.4593,-2.5535,-0.1517,-0.5096,-1.4751,0.1777
2std,2.4587,0.6614,3.3965,-0.2077,-0.5807,1.3228,0.1344
2usn,-0.2053,1.4587,0.0565,-0.3581,-0.0366,1.0412,-0.7281
3gss,-0.0372,1.4566,-0.6335,0.5531,0.4548,-1.1979,-0.4079
3pce,-0.9864,1.4564,-4.4535,-1.1085,-1.2254,-0.2339,-0.4432
3pch,-0.7411,1.4572,-1.0535,-1.0456,-1.3356,-0.0107,-0.1793
3pcj,-0.7279,0.5648,0.7665,-1.0074,-1.257,-0.6146,-0.9501
3std,1.1025,1.4591,4.6565,0.6668,0.2485,1.4455,-0.1858
4er2,2.4905,0.3203,2.8465,1.2211,1.6844,-0.0959,0.929
4fiv,2.4018,0.6815,0.0665,2.4414,2.9702,0.9633,1.2844
4tln,-2.1145,0.9187,-2.7335,-1.482,-1.2462,-0.3991,-0.9566
5abp,-0.6003,0.6652,0.1865,-0.9019,-1.2721,-1.1292,-1.214
5er1,0.0410,1.4509,-0.4335,0.4089,1.0283,-0.1295,-0.4562
6fiv,1.0149,0.6534,1.6265,0.2216,0.4965,0.5294,0.107
6rnt,-2.7541,0.1334,-4.0835,-0.771,-0.3818,-0.4407,-1.214
6std,0.3229,1.4471,2.1865,-0.0586,-0.5701,0.9623,-0.144
8abp,-0.6077,0.6657,1.5465,-0.9083,-1.2721,-1.1292,-1.214
1f8b,-2.1525,0.1754,-1.0535,-0.4251,-0.7984,-1.4928,-0.9497
1f8c,-1.1159,1.4577,0.9465,-0.462,-0.7254,-1.724,-1.214
1f8d,-0.9556,1.4578,-3.0535,-0.3731,-0.7254,-1.724,-0.9497
1hnn,-0.5242,0.8578,-0.2135,-0.8217,-0.8064,-0.4592,-0.4432
1igj,0.4113,1.4663,3.5465,-0.0707,1.0154,0.62,2.8215
1lbk,-1.6174,0.2146,-3.2735,-0.654,-0.8019,-1.8597,-1.214
1lor,-0.0941,1.4076,4.6065,0.257,-0.4763,-0.8,-1.214
1n1m,-2.4891,0.9761,-0.7535,-1.0625,-1.0315,-0.1751,-0.6573
1o5b,-0.5325,0.3168,-0.6835,-1.0228,-0.9682,0.1622,0.5643
1oyt,0.4180,1.4553,0.7865,0.6006,0.409,-0.3852,0.0846
1ps3,-0.7077,0.4383,-4.1735,-0.5265,-1.0186,-1.4529,-1.214
1q8u,0.0008,1.4494,-0.4935,-0.0782,-0.0562,0.1373,-0.1086
1qi0,-2.4713,0.2486,-4.1035,-0.9622,-0.6237,-1.7996,-1.214
1r5y,-1.1629,1.4458,0.0065,-1.0255,-0.9467,-0.1098,-0.4223
1sln,0.0904,1.4574,0.1865,0.4659,0.7301,-0.9819,0.691
1uto,-2.4640,0.6491,-4.1835,-1.436,-1.1944,0.0084,-0.971
1w3k,-1.0707,1.4353,-2.1535,-0.237,-0.6567,-1.8615,-1.214
1w3l,-0.3867,1.4617,-0.1735,0.6733,0.0411,-2.5318,-1.214
1w4o,-2.2590,0.1869,-1.2335,-0.7145,-0.4945,-0.7093,-1.214
1xd0,0.2003,1.4732,0.6665,2.043,1.7599,-3.7373,-0.9148
1yc1,0.7437,1.4496,-0.2835,0.519,-0.0686,0.4208,0.342
1z95,1.3462,1.4593,0.6665,0.7615,-0.0727,0.7505,0.9326
1zea,-0.9093,1.4890,-1.2335,1.0454,3.1498,-3.1182,0.3918
2cbj,0.8167,0.1456,1.8165,-0.2476,-0.3886,-0.3936,-0.461
2fvd,0.7653,1.4477,2.0665,0.5896,0.1453,0.2985,-0.1295
2g70,-0.8027,1.4558,1.3165,-0.7128,-0.8608,-0.2676,-0.971
2hb1,-1.0424,1.4445,-2.6535,-1.0227,-1.2539,-0.444,-0.5183
2iwx,1.1328,1.2609,0.2265,0.0422,-0.2722,1.0741,-0.1007
2j62,0.6785,1.4250,4.8865,0.6544,0.0844,0.0945,-0.4144
2jdm,-0.9037,0.1859,-1.0535,-1.2678,-1.1983,-0.6111,-0.9148
2jdu,-0.9190,0.1848,0.2665,-1.2774,-1.1983,-0.6111,-0.9148
2jdy,-2.8789,0.3135,-2.0835,-1.248,-1.1823,-0.9277,-1.214
2obf,0.5283,1.4563,2.3965,0.2297,-0.1669,0.2087,0.6124
2ole,0.2127,1.4436,0.7965,0.0406,0.2131,0.7003,0.6557
2p4y,2.2006,1.4599,2.5465,1.468,0.9707,1.6761,1.4748
2pcp,0.0204,1.4520,2.2465,-0.3479,-0.4121,0.7613,0.1777
2qbp,0.9916,1.4370,1.9465,0.6878,0.716,0.5029,1.0522
2qbr,0.2599,1.4553,-0.1235,-0.0661,-0.0871,0.5663,0.4955
2qmj,-1.7291,0.3037,-2.2435,0.8412,0.9594,-3.0916,-0.407
2r23,-1.2920,1.4619,-2.7335,-0.0807,0.0842,-2.6618,-1.214
2v00,-0.6207,1.4532,-2.7935,-0.7572,-0.7117,0.2137,-0.4144
2v7a,0.5452,1.4558,1.8465,0.6496,0.7936,0.2412,0.0846
2vl4,-0.5443,0.6612,-0.4435,-1.0627,-1.2037,-1.3038,-1.214
2vo5,-0.6542,1.4560,-1.5635,-0.2316,-0.4411,-0.7779,-1.214
2vot,1.4968,0.6512,0.6865,0.0716,-0.3771,-0.1991,-0.6862
2vvn,1.2655,0.6760,0.8465,-0.4191,-0.9329,-0.5969,-0.9148
2vw5,1.0835,1.4590,2.0665,0.437,0.8692,1.3107,2.0269
2w66,-1.0358,1.4574,-2.4035,-0.5043,-0.8901,-1.5196,-1.214
2wbg,-0.0974,0.6500,-2.0035,-0.0413,-0.3692,-0.1927,-0.9357
2wca,-0.0340,0.6727,-0.8535,-0.3913,-0.1893,-0.1532,-0.1827
2weg,-1.4079,0.7721,0.0465,-1.2527,-1.1937,0.009,-0.6862
2wtv,0.7390,0.7383,2.2865,0.6744,0.4153,1.26,0.6124
2x00,1.8096,1.4648,4.8765,0.7981,1.231,1.868,3.1764
2x0y,-0.7398,1.4557,-1.8535,-0.3793,-0.5691,-0.8186,-1.214
2x8z,-0.6535,0.2403,1.5065,-0.9569,-1.0426,-0.3545,-0.6573
2xb8,0.1136,0.4299,1.1365,0.2719,-0.5519,-0.7438,-0.1649
2xbv,1.3445,1.3826,1.9765,0.9874,0.6493,0.4789,0.1055
2xdl,-0.2509,1.4354,-3.3535,-0.5032,-0.8434,0.4434,0.1762
2xhm,1.3947,1.4563,0.3465,1.2173,0.8421,0.6073,0.585
2xnb,1.1077,1.3034,0.3765,0.4139,0.1711,0.2759,0.4048
2xys,0.1299,1.4550,0.9665,0.2139,0.1873,0.0072,-0.2063
2y5h,0.6282,0.4352,-0.6635,0.3274,0.4661,0.4351,-0.6862
2yfe,0.2669,1.4565,0.1765,-0.2332,-0.1023,0.8055,0.9694
2yge,0.1519,0.6692,-1.3935,0.729,0.9818,0.6053,0.442
2yki,1.7130,1.4586,3.0065,1.3028,0.9696,1.4041,0.5496
2ymd,0.9260,0.6608,-3.2935,-0.8843,-0.8496,0.066,-0.1793
2zjw,-0.0086,1.4560,1.2465,-0.1003,-0.456,0.2677,-0.6862
2zwz,-1.4983,1.4577,1.3365,-1.0414,-1.0531,-1.4785,-0.9148
2zx6,0.1838,1.2286,4.1465,-0.0726,-0.054,-0.6779,-0.4079
2zxd,-1.3708,1.4566,-1.2335,-1.0595,-1.0717,-0.8544,-1.214
3acw,0.0386,1.4555,-1.6935,-0.0735,-0.2264,0.4332,-0.4851
3ag9,-0.3190,1.4901,1.5965,1.2528,3.4568,-2.7186,1.8477
3ao4,-0.5137,1.4265,-4.3835,-0.676,-0.7955,0.294,-0.4223
3b3s,-0.1744,0.4154,-3.9035,-1.415,-1.3079,-0.6319,-0.9566
3b3w,-0.1044,0.4189,-2.2635,-1.3489,-1.3079,-0.6319,-0.9566
3b68,1.7256,1.4613,1.9465,1.1245,-0.0298,0.8925,0.6687
3bfu,-0.5492,0.6620,-0.1835,-0.9449,-1.1736,-1.1429,-1.214
3bkk,1.4639,1.4575,-0.3735,1.4041,0.7046,0.161,0.3564
3bpc,-1.0834,1.4583,-1.6535,-0.3912,-0.0064,-1.6724,-0.3721
3cft,-0.6046,1.4142,-2.2635,-0.923,-0.7888,0.2718,-0.6862
3cj2,-0.4837,1.4547,-1.6035,-1.0085,-0.6427,0.8336,0.3709
3coy,0.3956,1.4593,-0.4335,0.9989,0.274,-1.0419,-1.214
3cyx,1.9293,0.1343,1.5465,2.0913,2.1809,0.3794,1.547
3d4z,-0.6747,0.1777,-1.5635,-0.7276,-1.0165,-0.6958,-1.214
3dd0,1.0252,0.4497,2.5465,-0.8838,-0.7636,0.2769,-0.1231
3dxg,-2.2568,0.1845,-4.0535,-0.701,-0.4945,-0.7093,-1.214
3e93,1.9458,1.4584,2.3965,1.4084,1.1678,1.1982,1.6615
3ebp,-0.4105,1.4579,-0.5435,-0.2851,0.2233,0.4448,-0.6862
3ehy,-0.4529,1.4567,-0.6035,-0.5712,-0.8202,-0.4103,0.1408
3ejr,0.1975,1.4554,2.1165,0.294,-0.0118,-0.1154,-0.4562
3f17,0.2795,1.4015,2.1765,-0.1167,-0.4712,0.4563,-0.2002
3f3a,-1.3025,0.3220,-2.2635,-0.6129,-0.7671,-0.423,-0.7071
3f3c,-0.6712,1.4549,-0.4335,-0.684,-1.0911,-0.5284,-0.4432
3f3e,-0.0359,0.4271,1.2465,-1.2816,-1.3079,-0.6319,-0.9566
3f80,-0.9944,1.4566,-2.2335,-0.8314,-1.1949,-0.8165,-0.9357
3fcq,-0.8289,1.4559,-3.6835,-0.979,-1.0623,-0.0493,-0.4079
3fv1,1.0642,0.6639,2.8465,0.0911,-0.5826,-2.1899,-1.214
3g0w,0.7414,1.4520,3.0665,0.2476,-0.4744,0.758,0.1344
3g2n,-0.2564,1.4548,-2.3635,-0.0561,-0.6673,-0.6863,-0.6862
3g2z,-1.1001,1.4563,-4.0935,-1.2624,-1.07,-0.0602,-0.202
3gbb,-0.6267,1.4554,0.4465,-0.3366,-0.7978,-1.3095,-0.6573
3gcs,2.1656,0.6795,0.7965,0.8741,0.1163,1.5731,0.8972
3ge7,-0.2100,1.4522,2.2465,0.2272,0.4317,-0.528,-0.3934
3gnw,2.0018,1.4599,2.6465,1.4307,1.6114,1.9225,1.4265
3gy4,-1.1422,1.4574,-1.3535,-1.2108,-1.2037,-0.527,-0.1584
3huc,-0.0885,1.4268,-0.4635,-0.1542,0.1416,1.0612,-0.158
3imc,-0.6759,1.4564,-3.4935,-1.0586,-1.0342,0.5338,-0.1584
3ivg,0.8146,1.4557,-2.1535,0.7186,0.3726,0.3638,0.1055
3jvs,-0.1967,1.4576,0.0865,-0.434,0.2853,1.2534,-0.2145
3k5v,0.4668,1.4480,-0.1535,0.1281,-0.1967,1.0601,0.3694
3kgp,-1.2972,1.4563,-3.8835,-1.1807,-1.1876,-0.5089,-0.971
3kv2,-1.2565,1.4575,0.8665,-0.8575,-1.2322,-1.3598,-1.214
3kwa,-1.5124,1.4573,-2.3735,-0.9461,-0.7574,-1.3206,-1.214
3l3n,-0.4505,0.6645,1.7265,1.2831,0.9671,-0.7404,0.3709
3l4u,-0.8816,1.4575,1.0665,-0.2404,-0.5981,-1.6315,-1.214
3l4w,-1.1395,0.6623,-0.4535,-0.7874,-1.0086,-1.5784,-1.214
