%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 27 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.2174604005848535
%.kernel.kernels[0].lengthscales: [0.74200542]
%.kernel.kernels[1].variance: 0.058852411391530864
%.likelihood.variance: 2.779583238621436
%loglikelihood: -7352.294417235487
%RMSE:1.866
%Pearson_correlation_coefficient:0.586,P-value:0.000
%Spearman_correlation_coefficient:0.589,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2
3g2z,-1.5609,0.0051,-4.0935,-1.2624
3gbb,-0.1462,0.0030,0.4465,-0.3366
3gcs,0.7790,0.0056,0.7965,0.8741
3ge7,0.4085,0.0035,2.2465,0.2272
3gnw,1.5931,0.0082,2.6465,1.4307
3gy4,-1.4545,0.0048,-1.3535,-1.2108
3huc,0.0482,0.0031,-0.4635,-0.1542
3imc,-1.1489,0.0041,-3.4935,-1.0586
3ivg,0.6725,0.0049,-2.1535,0.7186
3jvs,-0.2513,0.0029,0.0865,-0.434
3k5v,0.3276,0.0034,-0.1535,0.1281
3kgp,-1.3928,0.0046,-3.8835,-1.1807
3kv2,-0.7938,0.0035,0.8665,-0.8575
3kwa,-0.9416,0.0038,-2.3735,-0.9461
3l3n,1.3349,0.0074,1.7265,1.2831
3l4u,-0.0434,0.0030,1.0665,-0.2404
3l4w,-0.6870,0.0033,-0.4535,-0.7874
3l7b,-0.0377,0.0030,-4.0535,-0.2351
3lka,-1.0779,0.0040,-3.6335,-1.0213
3mfv,-0.6713,0.0033,-3.9335,-0.7766
3mss,-0.8459,0.0036,-1.7935,-0.8897
3myg,0.3202,0.0034,4.2465,0.1197
3n7a,-1.0196,0.0039,-2.7535,-0.9898
3n86,0.5857,0.0042,-0.8135,0.5362
3nox,0.0197,0.0031,2.2065,-0.1812
3nq3,-1.6961,0.0056,-2.6735,-1.3285
3nw9,1.5932,0.0082,2.5465,1.4307
3oe5,0.7069,0.0051,0.4265,0.7767
3ov1,0.1640,0.0032,-1.2535,-0.043
3owj,-0.3595,0.0030,-0.3835,-0.5312
3ozt,0.6826,0.0050,-2.3235,0.7366
3pe2,0.2555,0.0033,3.3065,0.0495
3pww,2.0106,0.0127,0.8665,1.8734
3pxf,-1.3842,0.0046,-2.0235,-1.1766
3s8o,0.2916,0.0033,0.3965,0.088
3su2,1.2141,0.0071,0.8965,1.2127
3su3,1.3353,0.0074,2.6765,1.2833
3su5,1.1640,0.0069,-0.8735,1.1822
3u9q,-1.3762,0.0046,-2.0735,-1.1726
3udh,-1.0475,0.0039,-3.6035,-1.005
3ueu,-1.4068,0.0047,-1.2135,-1.1876
3uex,-0.6302,0.0033,0.4665,-0.7477
3uo4,0.3574,0.0034,0.0665,0.1629
3uri,1.3691,0.0267,2.5465,2.4234
3utu,1.3206,0.0074,4.4665,1.2749
3vh9,-1.3184,0.0045,-0.2135,-1.1442
3zso,0.5894,0.0043,-1.3335,0.5444
3zsx,0.1703,0.0032,-3.1735,-0.0368
4de1,-0.0034,0.0031,-0.4935,-0.2029
4de2,0.0576,0.0031,-2.3335,-0.1454
4des,-0.1518,0.0030,-0.6035,-0.3419
4dew,-0.2713,0.0029,0.5465,-0.4522
4djr,1.6065,0.0083,5.0665,1.4386
4djv,0.3537,0.0034,0.2665,0.1585
4g8m,-1.0313,0.0039,1.4365,-0.9962
4gid,1.3615,0.0269,4.3165,2.4282
4gqq,-1.8515,0.0066,-3.5635,-1.4072
1c5z,-1.7874,0.0061,-2.4435,-1.3742
1eby,1.7187,0.0191,3.2465,2.2029
1g2k,1.9508,0.0106,1.5065,1.7009
1gpn,0.0579,0.0031,0.0265,-0.145
1h22,1.1050,0.0068,2.6465,1.145
1k1i,0.3694,0.0034,0.1265,0.1774
1lpg,0.7949,0.0056,0.6365,0.8923
1nc3,0.0880,0.0031,-1.4535,-0.1165
1owh,-0.1666,0.0030,0.9465,-0.3556
1p1n,-0.4903,0.0031,0.3465,-0.6413
1pxn,0.1315,0.0032,0.6965,-0.0747
1qf1,0.3330,0.0034,0.8665,0.1343
1qkt,-0.1351,0.0030,2.5865,-0.3263
1s38,-0.8938,0.0037,-1.3035,-0.9184
1syi,-0.2755,0.0029,-1.0135,-0.4561
1y6r,0.1451,0.0032,3.6565,-0.0615
1ydr,-0.0318,0.0030,-0.9335,-0.2295
1z6e,0.8194,0.0058,3.2665,0.9187
1z9g,-0.7023,0.0034,-0.8135,-0.7978
2al5,-0.3925,0.0030,1.9465,-0.5599
2br1,0.4505,0.0036,-1.3135,0.286
2c3i,0.0271,0.0031,1.1465,-0.1742
2cbv,-0.9304,0.0037,-0.9735,-0.9397
2fxs,0.3147,0.0034,-0.3935,0.1135
2j7h,-1.4817,0.0049,0.7365,-1.224
2p15,0.7789,0.0056,3.8465,0.8739
2pog,0.0071,0.0031,3.0865,-0.193
2qbq,0.4221,0.0036,0.9865,0.2455
2qe4,0.1335,0.0032,1.5065,-0.0728
2qnq,1.6568,0.0085,-0.3435,1.4689
2r9w,0.1165,0.0031,-1.3535,-0.0892
2vkm,1.6487,0.0203,2.2865,2.2491
2w4x,-0.4864,0.0031,-1.6035,-0.6382
2wer,0.1856,0.0032,0.5965,-0.0218
2wn9,-0.4787,0.0031,2.0665,-0.632
2wnc,-0.1351,0.0030,-0.1335,-0.3263
2wvt,-1.0868,0.0040,-0.3335,-1.026
2xii,0.3223,0.0034,0.7465,0.1221
2xj7,-0.3577,0.0030,0.2065,-0.5296
2zb1,0.4330,0.0036,-0.1335,0.2606
2zda,0.5303,0.0039,1.9465,0.4204
2zy1,0.4116,0.0035,0.9465,0.2314
3arp,0.7816,0.0056,0.6965,0.8772
3arq,0.4821,0.0037,-0.0535,0.335
3aru,-0.6067,0.0032,-3.2335,-0.7307
3arv,-0.2585,0.0029,-0.8135,-0.4406
3ary,-0.9621,0.0038,-0.4535,-0.9578
3b1m,1.0418,0.0066,2.0265,1.1028
3b27,-0.5075,0.0031,-1.2935,-0.6551
3b5r,0.6565,0.0048,2.3165,0.6886
3b65,0.5137,0.0038,2.8165,0.3893
3bgz,0.0882,0.0031,-0.1935,-0.1162
3bv9,0.9659,0.0063,-1.0935,1.0478
3cj4,-0.4504,0.0030,0.0565,-0.6088
3coz,0.7646,0.0055,-0.8835,0.8567
3d6q,-0.6659,0.0033,-2.6935,-0.7729
3dx1,-1.5010,0.0049,-2.8735,-1.2334
3dx2,-0.7754,0.0035,0.3665,-0.8459
3e5a,0.5491,0.0040,1.7765,0.4577
3e92,0.4479,0.0036,1.5465,0.2821
3f3d,-1.5987,0.0052,0.7065,-1.2808
3fur,0.5443,0.0040,1.5465,0.4479
3fv2,0.2231,0.0032,1.6565,0.016
3g31,-2.1903,0.0144,-3.5635,-1.6096
3gc5,-0.0297,0.0030,0.8065,-0.2276
3gr2,-1.7286,0.0058,-3.9335,-1.3447
3gv9,-1.5855,0.0052,-4.3335,-1.2744
3jvr,-0.8746,0.0036,-0.7335,-0.907
3jya,-0.7136,0.0034,0.4365,-0.8054
3kr8,0.3693,0.0034,1.6465,0.1774
3n76,0.5113,0.0038,0.3965,0.3848
3nq9,-2.3002,0.0239,-2.4235,-1.7021
3nx7,-0.0457,0.0030,1.6465,-0.2426
3o9i,1.9615,0.0107,5.3665,1.7149
3oe4,0.8624,0.0060,1.0165,0.961
3ozs,0.8812,0.0060,-1.1235,0.9781
3p5o,0.2531,0.0033,0.8065,0.0469
3prs,2.0107,0.0127,1.3665,1.8721
3pyy,-0.0212,0.0030,0.4065,-0.2196
3qgy,0.5239,0.0039,1.3465,0.4082
3qqs,-0.2496,0.0029,-0.6335,-0.4324
3r88,-1.2266,0.0043,-1.6335,-1.0984
3rlr,0.1962,0.0032,1.0665,-0.0111
3rr4,-0.2789,0.0029,-1.9035,-0.4592
3rsx,-1.0774,0.0040,-2.0435,-1.021
3ryj,-0.4774,0.0031,1.3465,-0.631
3syr,0.1192,0.0031,-1.3535,-0.0866
3tsk,1.0232,0.0065,0.7165,1.0898
3twp,-1.9877,0.0082,-2.5335,-1.481
3u5j,-0.4027,0.0030,-0.8435,-0.5686
3u8k,-0.4828,0.0031,2.2065,-0.6353
3u8n,-0.2474,0.0029,3.7165,-0.4304
3uev,-1.2069,0.0042,-0.5635,-1.0884
3uew,-1.0426,0.0039,-0.1435,-1.0024
3ui7,-0.1894,0.0030,2.5465,-0.3768
3up2,0.4217,0.0036,0.9465,0.245
3uuo,-0.4468,0.0030,1.5065,-0.6058
3wtj,-0.4389,0.0030,0.0765,-0.5992
3wz8,0.6446,0.0047,-0.6335,0.6647
3zdg,-0.9999,0.0039,0.6465,-0.9789
3zt2,-0.1172,0.0030,-3.6135,-0.3095
4abg,-1.1997,0.0042,-2.8835,-1.0848
4agn,-0.2545,0.0029,-2.4835,-0.4368
4agp,-0.0575,0.0030,-1.7635,-0.2537
4agq,0.0191,0.0031,-1.4435,-0.1817
4bkt,-1.1002,0.0040,-2.8335,-1.0332
4cig,0.3544,0.0034,-2.7835,0.1593
4ciw,-0.3607,0.0030,-1.6335,-0.5322
4cr9,-1.0999,0.0040,-2.3535,-1.033
4cra,0.8947,0.0061,0.7665,0.99
4crc,1.1049,0.0068,2.2665,1.1449
4ddh,-0.4452,0.0030,-3.1535,-0.6045
4ddk,-0.8459,0.0036,-4.1635,-0.8898
4de3,-0.1973,0.0030,-0.9335,-0.3841
4dld,0.1130,0.0031,-0.6335,-0.0925
4dli,-0.0245,0.0030,-0.8335,-0.2227
4e5w,0.5850,0.0042,1.2065,0.5348
4e6q,0.3234,0.0034,1.9065,0.1233
4ea2,0.3182,0.0034,-0.0135,0.1174
4eky,0.5341,0.0039,-2.9335,0.4277
4eo8,-0.1925,0.0030,1.6965,-0.3797
4eor,0.4068,0.0035,-0.1535,0.225
4f09,-0.2709,0.0029,0.2465,-0.4519
4f2w,0.1125,0.0031,4.8465,-0.093
4f3c,0.3577,0.0034,5.3665,0.1633
4f9w,0.1872,0.0032,0.4865,-0.0201
4gfm,-0.2198,0.0030,0.7665,-0.4049
4gkm,-0.3150,0.0030,-1.2835,-0.4917
4gr0,2.0095,0.0120,3.0965,1.8231
4hge,0.4049,0.0035,1.4665,0.2225
4ih5,-0.4410,0.0030,-2.3435,-0.601
4ih7,-0.5946,0.0032,-1.2135,-0.7217
4ivb,0.2800,0.0033,2.2665,0.0754
4ivc,0.3599,0.0034,3.5465,0.1659
4ivd,0.4407,0.0036,3.0665,0.2716
4j21,0.1562,0.0032,0.9565,-0.0507
4j28,-1.0245,0.0039,-0.7535,-0.9925
4j3l,0.4794,0.0037,1.3465,0.3305
4jfs,-0.7875,0.0035,-1.1835,-0.8535
4jia,0.3958,0.0035,2.7665,0.2106
4jsz,-2.0356,0.0091,-4.1535,-1.5088
4jxs,-0.2719,0.0029,-1.7135,-0.4528
4k18,0.5238,0.0039,2.5065,0.408
4k77,-0.2180,0.0030,0.1765,-0.4033
4kz6,-1.0844,0.0040,-3.3535,-1.0248
4kzq,0.0008,0.0031,-0.3535,-0.199
4kzu,0.0184,0.0031,0.0465,-0.1824
4llx,-2.0729,0.0100,-3.5635,-1.5313
4lzs,-0.9237,0.0037,-1.6535,-0.9358
4m0y,-0.3581,0.0030,0.0065,-0.5299
4m0z,0.4103,0.0035,-1.2635,0.2296
4mgd,-0.2095,0.0030,-1.7635,-0.3955
4mme,0.1054,0.0031,0.0465,-0.0998
4ogj,0.1472,0.0032,0.3365,-0.0594
4owm,-1.9900,0.0083,-3.4935,-1.4823
4pcs,-1.1592,0.0041,1.3965,-1.064
4qac,0.2932,0.0033,2.9465,0.0897
4qd6,-0.2315,0.0029,2.1865,-0.4158
4rfm,0.6259,0.0045,3.5965,0.6255
